"","tip","cites"
"8520","Sitta frontalis",0
"8521","Sitta himalayensis",0
"8522","Sitta krueperi",0
"8523","Sitta ledanti",0
"8524","Sitta leucopsis",0
"8525","Sitta magna",0
"8526","Sitta nagaensis",0
"8527","Sitta neumayer",0
"8528","Sitta oenochlamys",0
"8529","Sitta pusilla",2
"8530","Sitta pygmaea",2
"8531","Sitta solangiae",0
"8532","Sitta tephronota",0
"8533","Sitta victoriae",0
"8534","Sitta villosa",0
"8535","Sitta whiteheadi",1
"8536","Sitta yunnanensis",1
"8537","Sittasomus griseicapillus",1
"8538","Skutchia borbae",0
"8539","Smicrornis brevirostris",0
"8540","Smithornis capensis",1
"8541","Smithornis rufolateralis",1
"8542","Smithornis sharpei",0
"8543","Snowornis cryptolophus",0
"8544","Snowornis subalaris",0
"8545","Somateria fischeri",18
"8546","Somateria mollissima",180
"8547","Somateria spectabilis",10
"8548","Spartonoica maluroides",0
"8549","Speculanas specularis",0
"8550","Speculipastor bicolor",0
"8551","Speirops brunneus",0
"8552","Speirops leucophoeus",0
"8553","Speirops lugubris",0
"8554","Speirops melanocephalus",0
"8555","Spelaeornis badeigularis",0
"8556","Spelaeornis caudatus",0
"8557","Spelaeornis chocolatinus",0
"8558","Spelaeornis formosus",1
"8559","Spelaeornis kinneari",0
"8560","Spelaeornis longicaudatus",0
"8561","Spelaeornis oatesi",0
"8562","Spelaeornis reptatus",0
"8563","Spelaeornis troglodytoides",0
"8564","Spermophaga haematina",0
"8565","Spermophaga poliogenys",0
"8566","Spermophaga ruficapilla",0
"8567","Sphecotheres hypoleucus",0
"8568","Sphecotheres vieilloti",0
"8569","Sphecotheres viridis",0
"8570","Spheniscus demersus",126
"8571","Spheniscus humboldti",69
"8572","Spheniscus magellanicus",126
"8573","Spheniscus mendiculus",14
"8574","Sphenocichla humei",0
"8575","Sphenocichla roberti",0
"8576","Sphenoeacus afer",0
"8577","Sphyrapicus nuchalis",9
"8578","Sphyrapicus ruber",6
"8579","Sphyrapicus thyroideus",1
"8580","Sphyrapicus varius",5
"8581","Spiloptila clamans",0
"8582","Spiloptila rufifrons",0
"8583","Spilornis cheela",4
"8584","Spilornis elgini",0
"8585","Spilornis holospilus",1
"8586","Spilornis kinabaluensis",0
"8587","Spilornis klossi",0
"8588","Spilornis rufipectus",0
"8589","Spindalis dominicensis",0
"8590","Spindalis nigricephala",0
"8591","Spindalis portoricensis",0
"8592","Spindalis zena",0
"8593","Spiza americana",10
"8594","Spizaetus isidori",2
"8595","Spizaetus melanoleucus",1
"8596","Spizaetus ornatus",0
"8597","Spizaetus tyrannus",1
"8598","Spizella arborea",20
"8599","Spizella atrogularis",0
"8600","Spizella breweri",11
"8601","Spizella pallida",0
"8602","Spizella passerina",14
"8603","Spizella pusilla",21
"8604","Spizella wortheni",1
"8605","Spiziapteryx circumcincta",0
"8606","Spizixos canifrons",0
"8607","Spizixos semitorques",3
"8608","Spizocorys conirostris",0
"8609","Spizocorys fringillaris",0
"8610","Spizocorys obbiensis",0
"8611","Spizocorys personata",0
"8612","Spizocorys sclateri",0
"8613","Sporophila albogularis",1
"8614","Sporophila americana",1
"8615","Sporophila ardesiaca",0
"8616","Sporophila bouvreuil",0
"8617","Sporophila bouvronides",0
"8618","Sporophila caerulescens",5
"8619","Sporophila castaneiventris",0
"8620","Sporophila cinnamomea",0
"8621","Sporophila collaris",1
"8622","Sporophila corvina",2
"8623","Sporophila falcirostris",2
"8624","Sporophila frontalis",2
"8625","Sporophila hypochroma",0
"8626","Sporophila hypoxantha",1
"8627","Sporophila intermedia",1
"8628","Sporophila leucoptera",0
"8629","Sporophila lineola",0
"8630","Sporophila luctuosa",0
"8631","Sporophila melanogaster",0
"8632","Sporophila melanops",1
"8633","Sporophila minuta",0
"8634","Sporophila murallae",0
"8635","Sporophila nigricollis",2
"8636","Sporophila nigrorufa",0
"8637","Sporophila palustris",0
"8638","Sporophila peruviana",0
"8639","Sporophila plumbea",0
"8640","Sporophila ruficollis",1
"8641","Sporophila schistacea",1
"8642","Sporophila simplex",0
"8643","Sporophila telasco",0
"8644","Sporophila torqueola",1
"8645","Sporopipes frontalis",0
"8646","Sporopipes squamifrons",4
"8647","Spreo albicapillus",0
"8648","Spreo bicolor",0
"8649","Spreo fischeri",0
"8650","Stachyris ambigua",0
"8651","Stachyris capitalis",0
"8652","Stachyris chrysaea",0
"8653","Stachyris dennistouni",0
"8654","Stachyris erythroptera",0
"8655","Stachyris grammiceps",0
"8656","Stachyris herberti",0
"8657","Stachyris hypogrammica",0
"8658","Stachyris latistriata",0
"8659","Stachyris leucotis",0
"8660","Stachyris maculata",0
"8661","Stachyris melanothorax",0
"8662","Stachyris nigriceps",1
"8663","Stachyris nigricollis",1
"8664","Stachyris nigrocapitata",0
"8665","Stachyris nigrorum",0
"8666","Stachyris nonggangensis",2
"8667","Stachyris oglei",0
"8668","Stachyris plateni",0
"8669","Stachyris poliocephala",0
"8670","Stachyris pygmaea",0
"8671","Stachyris pyrrhops",1
"8672","Stachyris ruficeps",0
"8673","Stachyris rufifrons",0
"8674","Stachyris striata",0
"8675","Stachyris striolata",0
"8676","Stachyris thoracica",0
"8677","Stachyris whiteheadi",0
"8678","Stactolaema anchietae",0
"8679","Stactolaema leucotis",0
"8680","Stactolaema olivacea",0
"8681","Stactolaema whytii",0
"8682","Stagonopleura bella",0
"8683","Stagonopleura guttata",1
"8684","Stagonopleura oculata",0
"8685","Starnoenas cyanocephala",0
"8686","Steatornis caripensis",8
"8687","Steganopus tricolor",0
"8688","Stelgidopteryx ruficollis",0
"8689","Stelgidopteryx serripennis",2
"8690","Stellula calliope",0
"8691","Stenostira scita",0
"8692","Stephanoaetus coronatus",2
"8693","Stephanophorus diadematus",0
"8694","Stephanoxis lalandi",0
"8695","Stercorarius longicaudus",3
"8696","Stercorarius parasiticus",1
"8697","Stercorarius pomarinus",4
"8698","Sterna acuticauda",0
"8699","Sterna albifrons",5
"8700","Sterna albostriata",0
"8701","Sterna aleutica",0
"8702","Sterna anaethetus",2
"8703","Sterna antillarum",7
"8704","Sterna aurantia",0
"8705","Sterna balaenarum",0
"8706","Sterna bengalensis",1
"8707","Sterna bergii",0
"8708","Sterna bernsteini",0
"8709","Sterna caspia",14
"8710","Sterna dougallii",10
"8711","Sterna elegans",0
"8712","Sterna forsteri",26
"8713","Sterna fuscata",7
"8714","Sterna hirundinacea",2
"8715","Sterna hirundo",116
"8716","Sterna lorata",0
"8717","Sterna lunata",0
"8718","Sterna maxima",1
"8719","Sterna nereis",0
"8720","Sterna nilotica",1
"8721","Sterna paradisaea",26
"8722","Sterna repressa",1
"8723","Sterna sandvicensis",4
"8724","Sterna saundersi",1
"8725","Sterna striata",1
"8726","Sterna sumatrana",0
"8727","Sterna superciliaris",0
"8728","Sterna trudeaui",1
"8729","Sterna virgata",0
"8730","Sterna vittata",0
"8731","Sternoclyta cyanopectus",0
"8732","Stictonetta naevosa",0
"8733","Stigmatopelia chinensis",0
"8734","Stigmatopelia senegalensis",0
"8735","Stigmatura budytoides",0
"8736","Stigmatura napensis",1
"8737","Stiltia isabella",0
"8738","Stiphrornis erythrothorax",0
"8739","Stipiturus malachurus",1
"8740","Stipiturus mallee",2
"8741","Stipiturus ruficeps",0
"8742","Stizorhina finschi",0
"8743","Stizorhina fraseri",0
"8744","Strepera fuliginosa",0
"8745","Strepera graculina",1
"8746","Strepera versicolor",1
"8747","Streptocitta albertinae",0
"8748","Streptocitta albicollis",0
"8749","Streptopelia bitorquata",0
"8750","Streptopelia capicola",1
"8751","Streptopelia decaocto",17
"8752","Streptopelia decipiens",0
"8753","Streptopelia hypopyrrha",0
"8754","Streptopelia lugens",0
"8755","Streptopelia orientalis",5
"8756","Streptopelia reichenowi",0
"8757","Streptopelia roseogrisea",3
"8758","Streptopelia semitorquata",1
"8759","Streptopelia tranquebarica",1
"8760","Streptopelia turtur",13
"8761","Streptopelia vinacea",1
"8762","Streptoprocne biscutata",1
"8763","Streptoprocne phelpsi",0
"8764","Streptoprocne rutila",0
"8765","Streptoprocne semicollaris",0
"8766","Streptoprocne zonaris",1
"8767","Stresemannia bougainvillei",0
"8768","Strigops habroptila",2
"8769","Strix albitarsis",0
"8770","Strix aluco",85
"8771","Strix butleri",3
"8772","Strix chacoensis",0
"8773","Strix davidi",0
"8774","Strix fulvescens",1
"8775","Strix huhula",0
"8776","Strix hylophila",0
"8777","Strix leptogrammica",2
"8778","Strix nebulosa",7
"8779","Strix nigrolineata",0
"8780","Strix occidentalis",50
"8781","Strix ocellata",0
"8782","Strix rufipes",2
"8783","Strix seloputo",1
"8784","Strix uralensis",23
"8785","Strix varia",54
"8786","Strix virgata",1
"8787","Strix woodfordii",2
"8788","Strophocincla cachinnans",0
"8789","Strophocincla fairbanki",0
"8790","Struthidea cinerea",2
"8791","Struthio camelus",528
"8792","Sturnella bellicosa",1
"8793","Sturnella defilippii",0
"8794","Sturnella loyca",0
"8795","Sturnella magna",15
"8796","Sturnella militaris",0
"8797","Sturnella neglecta",6
"8798","Sturnella superciliaris",0
"8799","Sturnus albofrontatus",0
"8800","Sturnus burmannicus",0
"8801","Sturnus cineraceus",0
"8802","Sturnus contra",0
"8803","Sturnus erythropygius",0
"8804","Sturnus malabaricus",0
"8805","Sturnus melanopterus",0
"8806","Sturnus nigricollis",0
"8807","Sturnus pagodarum",2
"8808","Sturnus philippensis",0
"8809","Sturnus roseus",1
"8810","Sturnus sericeus",1
"8811","Sturnus sinensis",0
"8812","Sturnus sturninus",0
"8813","Sturnus unicolor",34
"8814","Sturnus vulgaris",74
"8815","Stymphalornis acutirostris",0
"8816","Sublegatus arenarum",0
"8817","Sublegatus modestus",0
"8818","Sublegatus obscurior",0
"8819","Suiriri islerorum",0
"8820","Suiriri suiriri",1
"8821","Sula dactylatra",13
"8822","Sula granti",25
"8823","Sula leucogaster",36
"8824","Sula nebouxii",43
"8825","Sula sula",21
"8826","Sula variegata",9
"8827","Surnia ulula",1
"8828","Surniculus lugubris",0
"8829","Surniculus velutinus",0
"8830","Swynnertonia swynnertoni",0
"8831","Sylvia althaea",0
"8832","Sylvia atricapilla",92
"8833","Sylvia boehmi",0
"8834","Sylvia borin",56
"8835","Sylvia buryi",0
"8836","Sylvia cantillans",3
"8837","Sylvia communis",7
"8838","Sylvia conspicillata",3
"8839","Sylvia curruca",6
"8840","Sylvia deserticola",0
"8841","Sylvia hortensis",1
"8842","Sylvia layardi",0
"8843","Sylvia leucomelaena",0
"8844","Sylvia lugens",0
"8845","Sylvia melanocephala",5
"8846","Sylvia melanothorax",0
"8847","Sylvia minula",0
"8848","Sylvia mystacea",0
"8849","Sylvia nana",0
"8850","Sylvia nisoria",2
"8851","Sylvia rueppelli",0
"8852","Sylvia sarda",0
"8853","Sylvia subcaerulea",0
"8854","Sylvia undata",1
"8855","Sylvietta brachyura",1
"8856","Sylvietta denti",0
"8857","Sylvietta isabellina",0
"8858","Sylvietta leucophrys",0
"8859","Sylvietta philippae",0
"8860","Sylvietta rufescens",0
"8861","Sylvietta ruficapilla",0
"8862","Sylvietta virens",0
"8863","Sylvietta whytii",0
"8864","Sylviorthorhynchus desmursii",0
"8865","Sylviparus modestus",3
"8866","Syma megarhyncha",0
"8867","Syma torotoro",0
"8868","Synallaxis albescens",0
"8869","Synallaxis albigularis",0
"8870","Synallaxis albilora",0
"8871","Synallaxis azarae",0
"8872","Synallaxis brachyura",0
"8873","Synallaxis cabanisi",0
"8874","Synallaxis candei",0
"8875","Synallaxis castanea",0
"8876","Synallaxis cherriei",0
"8877","Synallaxis cinerascens",0
"8878","Synallaxis cinnamomea",0
"8879","Synallaxis courseni",0
"8880","Synallaxis erythrothorax",0
"8881","Synallaxis frontalis",1
"8882","Synallaxis fuscorufa",0
"8883","Synallaxis gujanensis",0
"8884","Synallaxis hypospodia",0
"8885","Synallaxis infuscata",0
"8886","Synallaxis kollari",0
"8887","Synallaxis macconnelli",0
"8888","Synallaxis maranonica",0
"8889","Synallaxis moesta",0
"8890","Synallaxis propinqua",0
"8891","Synallaxis ruficapilla",0
"8892","Synallaxis rutilans",0
"8893","Synallaxis scutata",0
"8894","Synallaxis spixi",0
"8895","Synallaxis stictothorax",0
"8896","Synallaxis subpudica",0
"8897","Synallaxis tithys",0
"8898","Synallaxis unirufa",0
"8899","Synallaxis whitneyi",0
"8900","Synallaxis zimmeri",0
"8901","Syndactyla dimidiata",1
"8902","Syndactyla guttulata",0
"8903","Syndactyla roraimae",0
"8904","Syndactyla ruficollis",0
"8905","Syndactyla rufosuperciliata",1
"8906","Syndactyla subalaris",0
"8907","Synthliboramphus antiquus",9
"8908","Synthliboramphus craveri",0
"8909","Synthliboramphus hypoleucus",2
"8910","Synthliboramphus wumizusume",4
"8911","Sypheotides indicus",0
"8912","Syrigma sibilatrix",0
"8913","Syrmaticus ellioti",5
"8914","Syrmaticus humiae",3
"8915","Syrmaticus mikado",2
"8916","Syrmaticus reevesii",6
"8917","Syrmaticus soemmerringii",1
"8918","Syrrhaptes paradoxus",0
"8919","Syrrhaptes tibetanus",1
"8920","Tachornis furcata",0
"8921","Tachornis phoenicobia",1
"8922","Tachornis squamata",0
"8923","Tachuris rubrigastra",0
"8924","Tachybaptus dominicus",2
"8925","Tachybaptus novaehollandiae",0
"8926","Tachybaptus pelzelnii",0
"8927","Tachybaptus ruficollis",3
"8928","Tachycineta albilinea",1
"8929","Tachycineta albiventer",0
"8930","Tachycineta bicolor",254
"8931","Tachycineta cyaneoviridis",0
"8932","Tachycineta euchrysea",0
"8933","Tachycineta leucorrhoa",1
"8934","Tachycineta meyeni",0
"8935","Tachycineta stolzmanni",0
"8936","Tachycineta thalassina",1
"8937","Tachyeres brachypterus",0
"8938","Tachyeres leucocephalus",0
"8939","Tachyeres patachonicus",0
"8940","Tachyeres pteneres",0
"8941","Tachymarptis aequatorialis",0
"8942","Tachymarptis melba",4
"8943","Tachyphonus coronatus",1
"8944","Tachyphonus cristatus",0
"8945","Tachyphonus delatrii",0
"8946","Tachyphonus luctuosus",0
"8947","Tachyphonus phoenicius",0
"8948","Tachyphonus rufiventer",0
"8949","Tachyphonus rufus",1
"8950","Tachyphonus surinamus",0
"8951","Tadorna cana",0
"8952","Tadorna ferruginea",18
"8953","Tadorna radjah",0
"8954","Tadorna tadorna",10
"8955","Tadorna tadornoides",2
"8956","Tadorna variegata",4
"8957","Taeniopygia bichenovii",1
"8958","Taeniopygia guttata",1063
"8959","Taeniotriccus andrei",0
"8960","Talegalla cuvieri",0
"8961","Talegalla fuscirostris",0
"8962","Talegalla jobiensis",0
"8963","Tangara argyrofenges",0
"8964","Tangara arthus",0
"8965","Tangara cabanisi",0
"8966","Tangara callophrys",0
"8967","Tangara cayana",0
"8968","Tangara chilensis",0
"8969","Tangara chrysotis",0
"8970","Tangara cucullata",0
"8971","Tangara cyanicollis",1
"8972","Tangara cyanocephala",0
"8973","Tangara cyanoptera",0
"8974","Tangara cyanotis",0
"8975","Tangara cyanoventris",0
"8976","Tangara desmaresti",0
"8977","Tangara dowii",0
"8978","Tangara fastuosa",0
"8979","Tangara florida",0
"8980","Tangara fucosa",0
"8981","Tangara guttata",0
"8982","Tangara gyrola",0
"8983","Tangara heinei",0
"8984","Tangara icterocephala",0
"8985","Tangara inornata",0
"8986","Tangara johannae",0
"8987","Tangara labradorides",0
"8988","Tangara larvata",0
"8989","Tangara lavinia",0
"8990","Tangara mexicana",1
"8991","Tangara meyerdeschauenseei",0
"8992","Tangara nigrocincta",0
"8993","Tangara nigroviridis",0
"8994","Tangara palmeri",0
"8995","Tangara parzudakii",0
"8996","Tangara peruviana",0
"8997","Tangara phillipsi",0
"8998","Tangara preciosa",0
"8999","Tangara punctata",0
"9000","Tangara ruficervix",0
"9001","Tangara rufigenis",0
"9002","Tangara rufigula",0
"9003","Tangara schrankii",0
"9004","Tangara seledon",0
"9005","Tangara varia",0
"9006","Tangara vassorii",0
"9007","Tangara velia",0
"9008","Tangara viridicollis",0
"9009","Tangara vitriolina",0
"9010","Tangara xanthocephala",0
"9011","Tangara xanthogastra",0
"9012","Tanygnathus gramineus",0
"9013","Tanygnathus lucionensis",0
"9014","Tanygnathus megalorynchos",0
"9015","Tanygnathus sumatranus",0
"9016","Tanysiptera carolinae",0
"9017","Tanysiptera danae",1
"9018","Tanysiptera ellioti",0
"9019","Tanysiptera galatea",0
"9020","Tanysiptera hydrocharis",0
"9021","Tanysiptera nympha",0
"9022","Tanysiptera riedelii",0
"9023","Tanysiptera sylvia",0
"9024","Taoniscus nanus",0
"9025","Tapera naevia",2
"9026","Taphrolesbia griseiventris",0
"9027","Taphrospilus hypostictus",0
"9028","Taraba major",1
"9029","Tarphonomus certhioides",0
"9030","Tarphonomus harterti",0
"9031","Tarsiger chrysaeus",0
"9032","Tarsiger cyanurus",0
"9033","Tarsiger hyperythrus",0
"9034","Tarsiger indicus",0
"9035","Tarsiger johnstoniae",0
"9036","Tauraco bannermani",0
"9037","Tauraco corythaix",2
"9038","Tauraco erythrolophus",2
"9039","Tauraco fischeri",0
"9040","Tauraco hartlaubi",0
"9041","Tauraco leucolophus",0
"9042","Tauraco leucotis",0
"9043","Tauraco livingstonii",0
"9044","Tauraco macrorhynchus",0
"9045","Tauraco persa",1
"9046","Tauraco porphyreolophus",2
"9047","Tauraco ruspolii",0
"9048","Tauraco schalowi",0
"9049","Tauraco schuetti",0
"9050","Tchagra australis",0
"9051","Tchagra jamesi",0
"9052","Tchagra minutus",0
"9053","Tchagra senegalus",1
"9054","Tchagra tchagra",0
"9055","Telacanthura melanopygia",0
"9056","Telacanthura ussheri",0
"9057","Teledromas fuscus",0
"9058","Telespiza cantans",0
"9059","Telespiza ultima",1
"9060","Telophorus bocagei",0
"9061","Telophorus dohertyi",0
"9062","Telophorus kupeensis",0
"9063","Telophorus multicolor",0
"9064","Telophorus nigrifrons",0
"9065","Telophorus olivaceus",0
"9066","Telophorus quadricolor",0
"9067","Telophorus sulfureopectus",0
"9068","Telophorus viridis",0
"9069","Telophorus zeylonus",0
"9070","Temnurus temnurus",0
"9071","Tephrodornis gularis",0
"9072","Tephrodornis pondicerianus",0
"9073","Tephrozosterops stalkeri",0
"9074","Terathopius ecaudatus",4
"9075","Terenotriccus erythrurus",0
"9076","Terenura callinota",0
"9077","Terenura humeralis",0
"9078","Terenura maculata",0
"9079","Terenura sharpei",0
"9080","Terenura sicki",0
"9081","Terenura spodioptila",0
"9082","Teretistris fernandinae",1
"9083","Teretistris fornsi",0
"9084","Terpsiphone atrocaudata",0
"9085","Terpsiphone atrochalybeia",0
"9086","Terpsiphone bedfordi",0
"9087","Terpsiphone bourbonnensis",0
"9088","Terpsiphone cinnamomea",0
"9089","Terpsiphone corvina",1
"9090","Terpsiphone cyanescens",0
"9091","Terpsiphone mutata",1
"9092","Terpsiphone paradisi",1
"9093","Terpsiphone rufiventer",1
"9094","Terpsiphone rufocinerea",0
"9095","Terpsiphone smithii",0
"9096","Terpsiphone viridis",1
"9097","Tersina viridis",1
"9098","Tesia castaneocoronata",0
"9099","Tesia cyaniventer",0
"9100","Tesia everetti",0
"9101","Tesia olivea",0
"9102","Tesia superciliaris",0
"9103","Tetrao mlokosiewiczi",1
"9104","Tetrao parvirostris",1
"9105","Tetrao tetrix",54
"9106","Tetrao urogallus",12
"9107","Tetraogallus altaicus",0
"9108","Tetraogallus caspius",0
"9109","Tetraogallus caucasicus",1
"9110","Tetraogallus himalayensis",3
"9111","Tetraogallus tibetanus",3
"9112","Tetraophasis obscurus",0
"9113","Tetraophasis szechenyii",3
"9114","Tetrax tetrax",16
"9115","Thalassarche bulleri",1
"9116","Thalassarche carteri",4
"9117","Thalassarche cauta",3
"9118","Thalassarche chlororhynchos",3
"9119","Thalassarche chrysostoma",15
"9120","Thalassarche eremita",0
"9121","Thalassarche impavida",2
"9122","Thalassarche melanophrys",16
"9123","Thalassarche salvini",0
"9124","Thalassarche steadi",2
"9125","Thalassoica antarctica",14
"9126","Thalassornis leuconotus",0
"9127","Thalurania colombica",0
"9128","Thalurania fannyi",0
"9129","Thalurania furcata",0
"9130","Thalurania glaucopis",1
"9131","Thalurania ridgwayi",0
"9132","Thalurania watertonii",0
"9133","Thamnistes anabatinus",1
"9134","Thamnomanes ardesiacus",1
"9135","Thamnomanes caesius",0
"9136","Thamnomanes saturninus",0
"9137","Thamnomanes schistogynus",1
"9138","Thamnophilus aethiops",1
"9139","Thamnophilus amazonicus",0
"9140","Thamnophilus ambiguus",1
"9141","Thamnophilus aroyae",0
"9142","Thamnophilus atrinucha",1
"9143","Thamnophilus bridgesi",0
"9144","Thamnophilus caerulescens",3
"9145","Thamnophilus cryptoleucus",0
"9146","Thamnophilus divisorius",0
"9147","Thamnophilus doliatus",3
"9148","Thamnophilus insignis",0
