"","tip","cites"
"1901","Chlorocichla simplex",0
"1902","Chloropeta gracilirostris",0
"1903","Chloropeta natalensis",0
"1904","Chloropeta similis",0
"1905","Chlorophanes spiza",0
"1906","Chlorophonia callophrys",0
"1907","Chlorophonia cyanea",0
"1908","Chlorophonia flavirostris",0
"1909","Chlorophonia occipitalis",0
"1910","Chlorophonia pyrrhophrys",0
"1911","Chloropsis aurifrons",0
"1912","Chloropsis cochinchinensis",0
"1913","Chloropsis cyanopogon",0
"1914","Chloropsis flavipennis",0
"1915","Chloropsis hardwickii",0
"1916","Chloropsis jerdoni",0
"1917","Chloropsis kinabaluensis",0
"1918","Chloropsis media",0
"1919","Chloropsis palawanensis",0
"1920","Chloropsis sonnerati",0
"1921","Chloropsis venusta",0
"1922","Chlorornis riefferii",0
"1923","Chlorospingus canigularis",0
"1924","Chlorospingus flavigularis",0
"1925","Chlorospingus flavovirens",1
"1926","Chlorospingus inornatus",0
"1927","Chlorospingus ophthalmicus",6
"1928","Chlorospingus parvirostris",0
"1929","Chlorospingus pileatus",0
"1930","Chlorospingus semifuscus",0
"1931","Chlorospingus tacarcunae",0
"1932","Chlorostilbon alice",0
"1933","Chlorostilbon assimilis",0
"1934","Chlorostilbon auriceps",0
"1935","Chlorostilbon canivetii",0
"1936","Chlorostilbon forficatus",1
"1937","Chlorostilbon gibsoni",0
"1938","Chlorostilbon lucidus",0
"1939","Chlorostilbon maugaeus",0
"1940","Chlorostilbon melanorhynchus",1
"1941","Chlorostilbon mellisugus",0
"1942","Chlorostilbon olivaresi",0
"1943","Chlorostilbon poortmani",0
"1944","Chlorostilbon ricordii",0
"1945","Chlorostilbon russatus",0
"1946","Chlorostilbon stenurus",0
"1947","Chlorostilbon swainsonii",0
"1948","Chlorothraupis carmioli",0
"1949","Chlorothraupis frenata",0
"1950","Chlorothraupis olivacea",0
"1951","Chlorothraupis stolzmanni",0
"1952","Chondestes grammacus",4
"1953","Chondrohierax uncinatus",0
"1954","Chondrohierax wilsonii",0
"1955","Chordeiles acutipennis",1
"1956","Chordeiles gundlachii",0
"1957","Chordeiles minor",3
"1958","Chordeiles pusillus",0
"1959","Chordeiles rupestris",1
"1960","Chrysococcyx basalis",2
"1961","Chrysococcyx caprius",0
"1962","Chrysococcyx crassirostris",0
"1963","Chrysococcyx cupreus",1
"1964","Chrysococcyx flavigularis",0
"1965","Chrysococcyx klaas",0
"1966","Chrysococcyx lucidus",1
"1967","Chrysococcyx maculatus",1
"1968","Chrysococcyx meyeri",0
"1969","Chrysococcyx minutillus",0
"1970","Chrysococcyx osculans",0
"1971","Chrysococcyx ruficollis",0
"1972","Chrysococcyx russatus",0
"1973","Chrysococcyx xanthorhynchus",0
"1974","Chrysocolaptes festivus",0
"1975","Chrysocolaptes lucidus",0
"1976","Chrysolampis mosquitus",1
"1977","Chrysolophus amherstiae",7
"1978","Chrysolophus pictus",20
"1979","Chrysomma altirostre",0
"1980","Chrysomma poecilotis",0
"1981","Chrysomma sinense",0
"1982","Chrysomus icterocephalus",1
"1983","Chrysomus ruficapillus",3
"1984","Chrysothlypis chrysomelas",0
"1985","Chrysothlypis salmoni",0
"1986","Chrysuronia oenone",0
"1987","Chthonicola sagittatus",0
"1988","Chunga burmeisteri",1
"1989","Cichladusa arquata",0
"1990","Cichladusa guttata",0
"1991","Cichladusa ruficauda",0
"1992","Cichlocolaptes leucophrus",0
"1993","Cichlopsis leucogenys",0
"1994","Cicinnurus magnificus",0
"1995","Cicinnurus regius",1
"1996","Cicinnurus respublica",0
"1997","Ciconia abdimii",0
"1998","Ciconia boyciana",25
"1999","Ciconia ciconia",168
"2000","Ciconia episcopus",3
"2001","Ciconia maguari",2
"2002","Ciconia nigra",19
"2003","Ciconia stormi",0
"2004","Cinclidium diana",0
"2005","Cinclidium frontale",0
"2006","Cinclidium leucurum",3
"2007","Cinclocerthia gutturalis",0
"2008","Cinclocerthia ruficauda",0
"2009","Cinclodes albidiventris",0
"2010","Cinclodes albiventris",0
"2011","Cinclodes antarcticus",0
"2012","Cinclodes aricomae",0
"2013","Cinclodes atacamensis",0
"2014","Cinclodes comechingonus",0
"2015","Cinclodes excelsior",0
"2016","Cinclodes fuscus",0
"2017","Cinclodes nigrofumosus",0
"2018","Cinclodes olrogi",0
"2019","Cinclodes oustaleti",0
"2020","Cinclodes pabsti",0
"2021","Cinclodes palliatus",0
"2022","Cinclodes patagonicus",0
"2023","Cinclodes taczanowskii",0
"2024","Cincloramphus cruralis",0
"2025","Cincloramphus mathewsi",0
"2026","Cinclosoma ajax",0
"2027","Cinclosoma castaneothorax",0
"2028","Cinclosoma castanotum",2
"2029","Cinclosoma cinnamomeum",0
"2030","Cinclosoma punctatum",0
"2031","Cinclus cinclus",12
"2032","Cinclus leucocephalus",0
"2033","Cinclus mexicanus",12
"2034","Cinclus pallasii",2
"2035","Cinclus schulzi",0
"2036","Cinnycerthia fulva",0
"2037","Cinnycerthia olivascens",0
"2038","Cinnycerthia peruana",0
"2039","Cinnycerthia unirufa",0
"2040","Cinnyricinclus femoralis",0
"2041","Cinnyricinclus leucogaster",1
"2042","Cinnyricinclus sharpii",0
"2043","Circaetus beaudouini",0
"2044","Circaetus cinerascens",0
"2045","Circaetus cinereus",0
"2046","Circaetus fasciolatus",0
"2047","Circaetus gallicus",2
"2048","Circaetus pectoralis",0
"2049","Circus aeruginosus",9
"2050","Circus approximans",2
"2051","Circus assimilis",0
"2052","Circus buffoni",1
"2053","Circus cinereus",1
"2054","Circus cyaneus",6
"2055","Circus macrosceles",0
"2056","Circus macrourus",1
"2057","Circus maillardi",1
"2058","Circus maurus",4
"2059","Circus melanoleucos",0
"2060","Circus pygargus",20
"2061","Circus ranivorus",0
"2062","Circus spilonotus",0
"2063","Cissa chinensis",0
"2064","Cissa hypoleuca",0
"2065","Cissa thalassina",1
"2066","Cissopis leverianus",0
"2067","Cisticola aberdare",0
"2068","Cisticola aberrans",0
"2069","Cisticola angusticauda",0
"2070","Cisticola anonymus",0
"2071","Cisticola aridulus",0
"2072","Cisticola ayresii",0
"2073","Cisticola bodessa",0
"2074","Cisticola brachypterus",0
"2075","Cisticola brunnescens",0
"2076","Cisticola bulliens",0
"2077","Cisticola cantans",0
"2078","Cisticola carruthersi",0
"2079","Cisticola cherina",0
"2080","Cisticola chiniana",0
"2081","Cisticola chubbi",0
"2082","Cisticola cinereolus",0
"2083","Cisticola dambo",0
"2084","Cisticola discolor",0
"2085","Cisticola erythrops",0
"2086","Cisticola exilis",1
"2087","Cisticola eximius",0
"2088","Cisticola fulvicapilla",0
"2089","Cisticola galactotes",0
"2090","Cisticola guinea",0
"2091","Cisticola haesitatus",0
"2092","Cisticola hunteri",0
"2093","Cisticola juncidis",0
"2094","Cisticola lais",0
"2095","Cisticola lateralis",0
"2096","Cisticola melanurus",0
"2097","Cisticola nanus",0
"2098","Cisticola natalensis",0
"2099","Cisticola nigriloris",0
"2100","Cisticola njombe",0
"2101","Cisticola pipiens",0
"2102","Cisticola restrictus",0
"2103","Cisticola robustus",0
"2104","Cisticola ruficeps",0
"2105","Cisticola rufilatus",0
"2106","Cisticola rufus",0
"2107","Cisticola subruficapilla",0
"2108","Cisticola textrix",0
"2109","Cisticola tinniens",0
"2110","Cisticola troglodytes",0
"2111","Cisticola woosnami",0
"2112","Cistothorus apolinari",0
"2113","Cistothorus meridae",0
"2114","Cistothorus palustris",8
"2115","Cistothorus platensis",3
"2116","Cittura cyanotis",0
"2117","Cladorhynchus leucocephalus",2
"2118","Clamator coromandus",0
"2119","Clamator glandarius",25
"2120","Clamator jacobinus",0
"2121","Clamator levaillantii",0
"2122","Clangula hyemalis",30
"2123","Claravis godefrida",0
"2124","Claravis mondetoura",1
"2125","Claravis pretiosa",1
"2126","Cleptornis marchei",1
"2127","Clibanornis dendrocolaptoides",0
"2128","Climacteris affinis",0
"2129","Climacteris erythrops",0
"2130","Climacteris melanurus",0
"2131","Climacteris picumnus",5
"2132","Climacteris rufus",0
"2133","Clypicterus oseryi",0
"2134","Clytoceyx rex",0
"2135","Clytoctantes alixii",0
"2136","Clytoctantes atrogularis",0
"2137","Clytolaema rubricauda",0
"2138","Clytomyias insignis",0
"2139","Clytorhynchus hamlini",0
"2140","Clytorhynchus nigrogularis",0
"2141","Clytorhynchus pachycephaloides",0
"2142","Clytorhynchus sanctaecrucis",0
"2143","Clytorhynchus vitiensis",0
"2144","Clytospiza monteiri",0
"2145","Cnemarchus erythropygius",0
"2146","Cnemophilus loriae",0
"2147","Cnemophilus macgregorii",0
"2148","Cnemoscopus rubrirostris",0
"2149","Cnemotriccus fuscatus",2
"2150","Cnipodectes subbrunneus",0
"2151","Cnipodectes superrufus",0
"2152","Coccothraustes abeillei",0
"2153","Coccothraustes coccothraustes",6
"2154","Coccothraustes vespertinus",7
"2155","Coccycolius iris",0
"2156","Coccycua cinerea",0
"2157","Coccycua minuta",0
"2158","Coccycua pumila",0
"2159","Coccyzus americanus",6
"2160","Coccyzus erythropthalmus",1
"2161","Coccyzus euleri",0
"2162","Coccyzus ferrugineus",0
"2163","Coccyzus lansbergi",0
"2164","Coccyzus longirostris",0
"2165","Coccyzus melacoryphus",0
"2166","Coccyzus merlini",0
"2167","Coccyzus minor",2
"2168","Coccyzus pluvialis",0
"2169","Coccyzus rufigularis",0
"2170","Coccyzus vetula",0
"2171","Coccyzus vieilloti",0
"2172","Cochlearius cochlearius",4
"2173","Cochoa azurea",0
"2174","Cochoa beccarii",0
"2175","Cochoa purpurea",0
"2176","Cochoa viridis",0
"2177","Coeligena bonapartei",0
"2178","Coeligena coeligena",0
"2179","Coeligena helianthea",0
"2180","Coeligena iris",0
"2181","Coeligena lutetiae",0
"2182","Coeligena orina",0
"2183","Coeligena phalerata",0
"2184","Coeligena prunellei",0
"2185","Coeligena torquata",0
"2186","Coeligena violifer",0
"2187","Coeligena wilsoni",0
"2188","Coenocorypha aucklandica",0
"2189","Coenocorypha pusilla",0
"2190","Coereba flaveola",16
"2191","Colaptes atricollis",0
"2192","Colaptes auratus",18
"2193","Colaptes auricularis",0
"2194","Colaptes campestris",3
"2195","Colaptes chrysoides",0
"2196","Colaptes fernandinae",0
"2197","Colaptes melanochloros",0
"2198","Colaptes pitius",0
"2199","Colaptes punctigula",0
"2200","Colaptes rivolii",0
"2201","Colaptes rubiginosus",0
"2202","Colaptes rupicola",1
"2203","Colibri coruscans",0
"2204","Colibri delphinae",0
"2205","Colibri serrirostris",0
"2206","Colibri thalassinus",0
"2207","Colinus cristatus",0
"2208","Colinus leucopogon",0
"2209","Colinus nigrogularis",0
"2210","Colinus virginianus",182
"2211","Colius castanotus",0
"2212","Colius colius",1
"2213","Colius leucocephalus",0
"2214","Colius striatus",4
"2215","Collocalia amelis",0
"2216","Collocalia bartschi",0
"2217","Collocalia brevirostris",0
"2218","Collocalia elaphra",0
"2219","Collocalia esculenta",1
"2220","Collocalia francica",0
"2221","Collocalia fuciphaga",0
"2222","Collocalia germani",0
"2223","Collocalia hirundinacea",0
"2224","Collocalia infuscata",0
"2225","Collocalia inquieta",0
"2226","Collocalia leucophaea",0
"2227","Collocalia linchi",0
"2228","Collocalia maxima",0
"2229","Collocalia mearnsi",0
"2230","Collocalia nuditarsus",0
"2231","Collocalia ocista",0
"2232","Collocalia orientalis",0
"2233","Collocalia palawanensis",0
"2234","Collocalia papuensis",0
"2235","Collocalia pelewensis",0
"2236","Collocalia rogersi",0
"2237","Collocalia salangana",0
"2238","Collocalia sawtelli",0
"2239","Collocalia spodiopygia",0
"2240","Collocalia terraereginae",0
"2241","Collocalia troglodytes",1
"2242","Collocalia unicolor",0
"2243","Collocalia vanikorensis",0
"2244","Collocalia vulcanorum",0
"2245","Collocalia whiteheadi",0
"2246","Colluricincla boweri",0
"2247","Colluricincla harmonica",2
"2248","Colluricincla megarhyncha",0
"2249","Colluricincla sanghirensis",0
"2250","Colluricincla tenebrosa",0
"2251","Colluricincla umbrina",0
"2252","Colluricincla woodwardi",0
"2253","Colonia colonus",0
"2254","Colorhamphus parvirostris",0
"2255","Columba albinucha",0
"2256","Columba albitorques",0
"2257","Columba argentina",0
"2258","Columba arquatrix",0
"2259","Columba bollii",0
"2260","Columba delegorguei",0
"2261","Columba elphinstonii",0
"2262","Columba eversmanni",0
"2263","Columba guinea",2
"2264","Columba hodgsonii",1
"2265","Columba iriditorques",0
"2266","Columba janthina",3
"2267","Columba junoniae",1
"2268","Columba leucomela",1
"2269","Columba leuconota",0
"2270","Columba livia",195
"2271","Columba malherbii",0
"2272","Columba oenas",5
"2273","Columba oliviae",0
"2274","Columba pallidiceps",0
"2275","Columba palumboides",0
"2276","Columba palumbus",3
"2277","Columba pollenii",0
"2278","Columba pulchricollis",0
"2279","Columba punicea",0
"2280","Columba rupestris",3
"2281","Columba sjostedti",0
"2282","Columba thomensis",0
"2283","Columba torringtoniae",0
"2284","Columba trocaz",0
"2285","Columba unicincta",0
"2286","Columba vitiensis",0
"2287","Columbina buckleyi",0
"2288","Columbina cruziana",0
"2289","Columbina cyanopis",0
"2290","Columbina inca",7
"2291","Columbina minuta",0
"2292","Columbina passerina",4
"2293","Columbina picui",2
"2294","Columbina squammata",1
"2295","Columbina talpacoti",2
"2296","Compsospiza baeri",0
"2297","Compsospiza garleppi",0
"2298","Compsothraupis loricata",0
"2299","Conioptilon mcilhennyi",0
"2300","Conirostrum albifrons",0
"2301","Conirostrum bicolor",0
"2302","Conirostrum cinereum",1
"2303","Conirostrum ferrugineiventre",0
"2304","Conirostrum leucogenys",0
"2305","Conirostrum margaritae",0
"2306","Conirostrum rufum",0
"2307","Conirostrum sitticolor",0
"2308","Conirostrum speciosum",0
"2309","Conirostrum tamarugense",0
"2310","Conopias albovittatus",0
"2311","Conopias cinchoneti",0
"2312","Conopias parvus",0
"2313","Conopias trivirgatus",0
"2314","Conopophaga ardesiaca",0
"2315","Conopophaga aurita",0
"2316","Conopophaga castaneiceps",0
"2317","Conopophaga cearae",0
"2318","Conopophaga lineata",0
"2319","Conopophaga melanogaster",0
"2320","Conopophaga melanops",1
"2321","Conopophaga peruviana",0
"2322","Conopophaga roberti",0
"2323","Conopophila albogularis",0
"2324","Conopophila rufogularis",0
"2325","Conopophila whitei",0
"2326","Conostoma oemodium",0
"2327","Conothraupis mesoleuca",0
"2328","Conothraupis speculigera",0
"2329","Contopus albogularis",0
"2330","Contopus caribaeus",0
"2331","Contopus cinereus",1
"2332","Contopus cooperi",0
"2333","Contopus fumigatus",0
"2334","Contopus hispaniolensis",1
"2335","Contopus latirostris",0
"2336","Contopus lugubris",0
"2337","Contopus nigrescens",0
"2338","Contopus ochraceus",0
"2339","Contopus pallidus",0
"2340","Contopus pertinax",0
"2341","Contopus punensis",0
"2342","Contopus sordidulus",0
"2343","Contopus virens",2
"2344","Copsychus albospecularis",0
"2345","Copsychus cebuensis",0
"2346","Copsychus luzoniensis",1
"2347","Copsychus malabaricus",3
"2348","Copsychus niger",0
"2349","Copsychus saularis",5
"2350","Copsychus sechellarum",2
"2351","Copsychus stricklandii",0
"2352","Coracias abyssinicus",0
"2353","Coracias benghalensis",1
"2354","Coracias caudatus",1
"2355","Coracias cyanogaster",1
"2356","Coracias garrulus",20
"2357","Coracias naevia",0
"2358","Coracias spatulatus",0
"2359","Coracias temminckii",0
"2360","Coracina abbotti",0
"2361","Coracina analis",0
"2362","Coracina atriceps",0
"2363","Coracina azurea",0
"2364","Coracina bicolor",0
"2365","Coracina boyeri",0
"2366","Coracina caeruleogrisea",0
"2367","Coracina caesia",0
"2368","Coracina caledonica",0
"2369","Coracina ceramensis",0
"2370","Coracina cinerea",0
"2371","Coracina coerulescens",0
"2372","Coracina dispar",0
"2373","Coracina dohertyi",0
"2374","Coracina fimbriata",0
"2375","Coracina fortis",0
"2376","Coracina graueri",0
"2377","Coracina holopolia",0
"2378","Coracina incerta",0
"2379","Coracina javensis",0
"2380","Coracina larvata",0
"2381","Coracina leucopygia",0
"2382","Coracina lineata",0
"2383","Coracina longicauda",0
"2384","Coracina macei",0
"2385","Coracina maxima",0
"2386","Coracina mcgregori",0
"2387","Coracina melanoptera",0
"2388","Coracina melas",0
"2389","Coracina melaschistos",0
"2390","Coracina mindanensis",0
"2391","Coracina montana",0
"2392","Coracina morio",0
"2393","Coracina newtoni",1
"2394","Coracina novaehollandiae",1
"2395","Coracina ostenta",0
"2396","Coracina papuensis",0
"2397","Coracina parvula",0
"2398","Coracina pectoralis",0
"2399","Coracina personata",0
"2400","Coracina polioptera",0
"2401","Coracina schistacea",0
"2402","Coracina schisticeps",0
"2403","Coracina striata",0
"2404","Coracina sula",0
"2405","Coracina temminckii",0
"2406","Coracina tenuirostris",0
"2407","Coracina typica",0
"2408","Coracopsis nigra",0
"2409","Coracopsis vasa",4
"2410","Coracornis raveni",0
"2411","Coragyps atratus",54
"2412","Corapipo altera",6
"2413","Corapipo gutturalis",0
"2414","Corapipo leucorrhoa",0
"2415","Corcorax melanorhamphos",2
"2416","Cormobates leucophaea",0
"2417","Cormobates placens",0
"2418","Corvinella corvina",0
"2419","Corvus albicollis",0
"2420","Corvus albus",3
"2421","Corvus bennetti",1
"2422","Corvus brachyrhynchos",101
"2423","Corvus capensis",0
"2424","Corvus caurinus",1
"2425","Corvus corax",79
"2426","Corvus corone",79
"2427","Corvus coronoides",8
"2428","Corvus crassirostris",1
"2429","Corvus cryptoleucus",3
"2430","Corvus dauuricus",1
"2431","Corvus edithae",0
"2432","Corvus enca",0
"2433","Corvus florensis",1
"2434","Corvus frugilegus",41
"2435","Corvus fuscicapillus",0
"2436","Corvus hawaiiensis",10
"2437","Corvus imparatus",0
"2438","Corvus jamaicensis",0
"2439","Corvus kubaryi",3
"2440","Corvus leucognaphalus",0
"2441","Corvus levaillantii",0
"2442","Corvus macrorhynchos",17
"2443","Corvus meeki",0
"2444","Corvus mellori",3
"2445","Corvus minutus",0
"2446","Corvus monedula",5
"2447","Corvus moneduloides",42
"2448","Corvus nasicus",0
"2449","Corvus orru",0
"2450","Corvus ossifragus",10
"2451","Corvus palmarum",0
"2452","Corvus rhipidurus",0
"2453","Corvus ruficollis",7
"2454","Corvus sinaloae",0
"2455","Corvus splendens",30
"2456","Corvus tasmanicus",4
"2457","Corvus torquatus",0
"2458","Corvus tristis",0
"2459","Corvus typicus",0
"2460","Corvus unicolor",0
"2461","Corvus validus",0
"2462","Corvus woodfordi",0
"2463","Corydon sumatranus",0
"2464","Coryphaspiza melanotis",0
"2465","Coryphistera alaudina",0
"2466","Coryphospingus cucullatus",0
"2467","Coryphospingus pileatus",0
"2468","Corythaeola cristata",1
"2469","Corythaixoides concolor",0
"2470","Corythaixoides leucogaster",0
"2471","Corythaixoides personatus",0
"2472","Corythopis delalandi",0
"2473","Corythopis torquatus",0
"2474","Coscoroba coscoroba",6
"2475","Cosmopsarus regius",1
"2476","Cosmopsarus unicolor",0
"2477","Cossypha albicapilla",0
"2478","Cossypha anomala",0
"2479","Cossypha archeri",0
"2480","Cossypha caffra",1
"2481","Cossypha cyanocampter",0
"2482","Cossypha dichroa",0
"2483","Cossypha heinrichi",0
"2484","Cossypha heuglini",0
"2485","Cossypha humeralis",0
"2486","Cossypha isabellae",0
"2487","Cossypha natalensis",0
"2488","Cossypha niveicapilla",0
"2489","Cossypha polioptera",0
"2490","Cossypha semirufa",0
"2491","Cossyphicula roberti",0
"2492","Cotinga amabilis",0
"2493","Cotinga cayana",0
"2494","Cotinga cotinga",0
"2495","Cotinga maculata",0
"2496","Cotinga maynana",0
"2497","Cotinga nattererii",0
"2498","Cotinga ridgwayi",0
"2499","Coturnicops exquisitus",0
"2500","Coturnicops notatus",0
"2501","Coturnicops noveboracensis",0
"2502","Coturnix chinensis",20
"2503","Coturnix coromandelica",1
"2504","Coturnix coturnix",253
"2505","Coturnix delegorguei",2
"2506","Coturnix japonica",1562
"2507","Coturnix pectoralis",5
"2508","Coturnix ypsilophora",1
"2509","Coua caerulea",0
"2510","Coua coquereli",2
"2511","Coua cristata",0
"2512","Coua cursor",0
"2513","Coua gigas",2
"2514","Coua reynaudii",0
"2515","Coua ruficeps",0
"2516","Coua serriana",0
"2517","Coua verreauxi",0
"2518","Cracticus cassicus",0
"2519","Cracticus louisiadensis",0
"2520","Cracticus mentalis",0
"2521","Cracticus nigrogularis",2
"2522","Cracticus quoyi",1
"2523","Cracticus torquatus",3
"2524","Cranioleuca albicapilla",0
"2525","Cranioleuca albiceps",0
"2526","Cranioleuca antisiensis",1
"2527","Cranioleuca baroni",0
"2528","Cranioleuca curtata",0
"2529","Cranioleuca demissa",0
"2530","Cranioleuca dissita",0
"2531","Cranioleuca erythrops",0
"2532","Cranioleuca gutturata",0
"2533","Cranioleuca hellmayri",0
"2534","Cranioleuca henricae",0
"2535","Cranioleuca marcapatae",0
"2536","Cranioleuca muelleri",0
"2537","Cranioleuca obsoleta",1
"2538","Cranioleuca pallida",0
"2539","Cranioleuca pyrrhophia",0
"2540","Cranioleuca semicinerea",0
"2541","Cranioleuca subcristata",0
"2542","Cranioleuca sulphurifera",0
"2543","Cranioleuca vulpecula",0
"2544","Cranioleuca vulpina",0
"2545","Crateroscelis murina",0
"2546","Crateroscelis nigrorufa",0
"2547","Crateroscelis robusta",0
"2548","Crax alberti",1
"2549","Crax alector",0
"2550","Crax blumenbachii",1
"2551","Crax daubentoni",0
"2552","Crax fasciolata",3
"2553","Crax globulosa",2
"2554","Crax rubra",1
"2555","Creagrus furcatus",3
"2556","Creatophora cinerea",2
"2557","Crecopsis egregia",0
"2558","Creurgops dentatus",0
"2559","Creurgops verticalis",0
"2560","Crex crex",11
"2561","Crinifer piscator",0
"2562","Crinifer zonurus",0
"2563","Criniger barbatus",0
"2564","Criniger calurus",0
"2565","Criniger chloronotus",0
"2566","Criniger ndussumensis",0
"2567","Criniger olivaceus",0
"2568","Crocias albonotatus",0
"2569","Crocias langbianis",0
"2570","Crossleyia xanthophrys",0
"2571","Crossoptilon auritum",0
"2572","Crossoptilon crossoptilon",1
"2573","Crossoptilon harmani",0
"2574","Crossoptilon mantchuricum",5
"2575","Crotophaga ani",7
"2576","Crotophaga major",7
"2577","Crotophaga sulcirostris",3
"2578","Crypsirina cucullata",0
"2579","Crypsirina temia",0
"2580","Cryptophaps poecilorrhoa",0
"2581","Cryptospiza jacksoni",0
"2582","Cryptospiza reichenovii",0
"2583","Cryptospiza salvadorii",0
"2584","Cryptospiza shelleyi",0
"2585","Cryptosylvicola randrianasoloi",0
"2586","Crypturellus atrocapillus",0
"2587","Crypturellus bartletti",0
"2588","Crypturellus berlepschi",0
"2589","Crypturellus boucardi",0
"2590","Crypturellus brevirostris",0
"2591","Crypturellus casiquiare",0
"2592","Crypturellus cinereus",0
"2593","Crypturellus cinnamomeus",0
"2594","Crypturellus duidae",0
"2595","Crypturellus erythropus",0
"2596","Crypturellus kerriae",0
"2597","Crypturellus noctivagus",0
"2598","Crypturellus obsoletus",3
"2599","Crypturellus parvirostris",1
"2600","Crypturellus ptaritepui",0
"2601","Crypturellus soui",0
"2602","Crypturellus strigulosus",0
"2603","Crypturellus tataupa",4
"2604","Crypturellus transfasciatus",0
"2605","Crypturellus undulatus",1
"2606","Crypturellus variegatus",0
"2607","Cuculus canorus",120
"2608","Cuculus clamosus",0
"2609","Cuculus crassirostris",0
"2610","Cuculus fugax",0
"2611","Cuculus gularis",3
"2612","Cuculus lepidus",0
"2613","Cuculus micropterus",2
"2614","Cuculus optatus",3
"2615","Cuculus pallidus",2
"2616","Cuculus poliocephalus",2
"2617","Cuculus rochii",0
"2618","Cuculus saturatus",3
"2619","Cuculus solitarius",0
"2620","Cuculus sparverioides",0
"2621","Cuculus vagans",0
"2622","Cuculus varius",0
"2623","Culicicapa ceylonensis",0
"2624","Culicicapa helianthea",0
"2625","Culicivora caudacuta",1
"2626","Curaeus curaeus",1
"2627","Curaeus forbesi",0
"2628","Cursorius coromandelicus",0
"2629","Cursorius cursor",0
"2630","Cursorius rufus",0
"2631","Cursorius somalensis",0
"2632","Cursorius temminckii",0
"2633","Cutia legalleni",0
"2634","Cutia nipalensis",0
"2635","Cyanerpes caeruleus",0
"2636","Cyanerpes cyaneus",3
"2637","Cyanerpes lucidus",0
"2638","Cyanerpes nitidus",0
"2639","Cyanicterus cyanicterus",0
"2640","Cyanochen cyanoptera",0
"2641","Cyanocitta cristata",27
"2642","Cyanocitta stelleri",7
"2643","Cyanocompsa brissonii",1
"2644","Cyanocompsa cyanoides",0
"2645","Cyanocompsa parellina",0
"2646","Cyanocorax affinis",0
"2647","Cyanocorax beecheii",0
"2648","Cyanocorax caeruleus",0
"2649","Cyanocorax cayanus",0
"2650","Cyanocorax chrysops",0
"2651","Cyanocorax cristatellus",1
"2652","Cyanocorax cyanomelas",0
"2653","Cyanocorax cyanopogon",1
"2654","Cyanocorax dickeyi",1
"2655","Cyanocorax heilprini",0
"2656","Cyanocorax luxuosus",0
"2657","Cyanocorax melanocyaneus",0
"2658","Cyanocorax morio",1
"2659","Cyanocorax mystacalis",1
"2660","Cyanocorax sanblasianus",0
"2661","Cyanocorax violaceus",0
"2662","Cyanocorax yncas",1
"2663","Cyanocorax yucatanicus",1
"2664","Cyanolanius madagascarinus",2
"2665","Cyanolimnas cerverai",0
"2666","Cyanoliseus patagonus",1
"2667","Cyanoloxia glaucocaerulea",0
"2668","Cyanolyca argentigula",0
"2669","Cyanolyca armillata",0
"2670","Cyanolyca cucullata",0
"2671","Cyanolyca mirabilis",0
"2672","Cyanolyca nana",0
"2673","Cyanolyca pulchra",0
"2674","Cyanolyca pumilo",0
"2675","Cyanolyca turcosa",0
"2676","Cyanolyca viridicyanus",0
"2677","Cyanophaia bicolor",0
"2678","Cyanopica cyanus",10
"2679","Cyanopsitta spixii",8
"2680","Cyanoptila cyanomelana",0
"2681","Cyanoramphus auriceps",4
"2682","Cyanoramphus cookii",0
"2683","Cyanoramphus forbesi",2
"2684","Cyanoramphus malherbi",2
"2685","Cyanoramphus novaezelandiae",3
"2686","Cyanoramphus saisseti",1
"2687","Cyanoramphus unicolor",1
"2688","Cyclarhis gujanensis",1
"2689","Cyclarhis nigrirostris",0
"2690","Cyclopsitta diophthalma",1
"2691","Cyclopsitta gulielmitertii",0
"2692","Cygnus atratus",30
"2693","Cygnus buccinator",7
"2694","Cygnus columbianus",13
"2695","Cygnus cygnus",35
"2696","Cygnus melancoryphus",4
"2697","Cygnus olor",66
"2698","Cymbilaimus lineatus",0
"2699","Cymbilaimus sanctaemariae",0
"2700","Cymbirhynchus macrorhynchos",1
"2701","Cynanthus latirostris",3
"2702","Cynanthus sordidus",0
"2703","Cyornis banyumas",0
"2704","Cyornis caerulatus",0
"2705","Cyornis concretus",1
"2706","Cyornis hainanus",0
"2707","Cyornis herioti",0
"2708","Cyornis hoevelli",0
"2709","Cyornis hyacinthinus",0
"2710","Cyornis lemprieri",0
"2711","Cyornis magnirostris",0
"2712","Cyornis omissus",0
"2713","Cyornis pallipes",0
"2714","Cyornis poliogenys",0
"2715","Cyornis rubeculoides",0
"2716","Cyornis ruckii",0
"2717","Cyornis rufigastra",0
"2718","Cyornis sanfordi",0
"2719","Cyornis superbus",0
"2720","Cyornis tickelliae",0
"2721","Cyornis turcosus",0
"2722","Cyornis unicolor",0
"2723","Cyphorhinus arada",1
"2724","Cyphorhinus phaeocephalus",1
"2725","Cyphorhinus thoracicus",0
"2726","Cypseloides cherriei",0
"2727","Cypseloides cryptus",0
"2728","Cypseloides fumigatus",1
"2729","Cypseloides lemosi",0
"2730","Cypseloides niger",0
"2731","Cypseloides rothschildi",0
"2732","Cypseloides senex",1
"2733","Cypseloides storeri",0
"2734","Cypsiurus balasiensis",0
"2735","Cypsiurus parvus",0
"2736","Cypsnagra hirundinacea",0
