"","species","id","order","family","genus","Pr","Jetz.species","match"
"7889","Sephanoides sephanoides","SEPSEP01_Sephanoides sephanoides","Trochiliformes","Trochilidae","Sephanoides",0,"Sephanoides_sephaniodes","no"
"7891","Sericornis citreogularis","SERCIT02_Sericornis citreogularis","Passeriformes","Pardalotidae","Sericornis",0,"Sericornis_citreogularis","yes"
"7893","Sericornis frontalis","ORW1_Sericornis frontalis","Passeriformes","Pardalotidae","Sericornis",0,"Sericornis_frontalis","yes"
"7894","Sericornis magnirostris","SERCIT02_Sericornis magnirostris","Passeriformes","Pardalotidae","Sericornis",0,"Sericornis_magnirostra","no"
"7898","Sericornis nouhuysi","MELSTR02_Sericornis nouhuysi","Passeriformes","Pardalotidae","Sericornis",0,"Sericornis_nouhuysi","yes"
"7901","Sericornis perspicillatus","MELVER01_Sericornis perspicillatus","Passeriformes","Pardalotidae","Sericornis",0,NA,NA
"7903","Sericossypha albocristata","PAVER01_Sericossypha albocristata","Passeriformes","Fringillidae","Sericossypha",0,NA,NA
"7904","Serinus atrogularis","LINOLI01_Serinus atrogularis","Passeriformes","Fringillidae","Serinus",0,"Serinus_atrogularis","yes"
"7905","Serinus canaria","SEIAUR01_Serinus canaria","Passeriformes","Fringillidae","Serinus",0,"Serinus_canaria","yes"
"7907","Serinus canicollis","ZOABY02_Serinus canicollis","Passeriformes","Fringillidae","Serinus",0,"Serinus_canicollis","yes"
"7909","Serinus citrinelloides","AFR244_Serinus citrinelloides","Passeriformes","Fringillidae","Serinus",0,"Serinus_citrinelloides","yes"
"7910","Serinus mozambicus","REB7_Serinus mozambicus","Passeriformes","Fringillidae","Serinus",0,"Serinus_mozambicus","yes"
"7919","Serinus serinus","SGS1_Serinus serinus","Passeriformes","Fringillidae","Serinus",1,"Serinus_serinus","yes"
"7930","Serinus striolatus","BUL07_Serinus striolatus","Passeriformes","Fringillidae","Serinus",0,"Serinus_striolatus","yes"
"7938","Serpophaga cinerea","SGS1_Serpophaga cinerea","Passeriformes","Tyrannidae","Serpophaga",1,"Serpophaga_cinerea","yes"
"7940","Serpophaga subcristata","SERSUB01_Serpophaga subcristata","Passeriformes","Tyrannidae","Serpophaga",0,NA,NA
"7943","Setophaga citrina","PIRLUD02_Setophaga citrina","Passeriformes","Parulidae","Setophaga",0,NA,NA
"7951","Setophaga graciae","SETGRA03_Setophaga graciae","Passeriformes","Parulidae","Setophaga",0,"Dendroica_graciae","yes"
"7958","Setophaga petechia","MYCAME02_Setophaga petechia","Passeriformes","Parulidae","Setophaga",0,"Dendroica_petechia","no"
"7977","Setophaga ruticilla","SERUT08_Setophaga ruticilla","Passeriformes","Parulidae","Setophaga",0,"Setophaga_ruticilla","yes"
"7990","Setophaga striata","SETSTR01_Setophaga striata","Passeriformes","Parulidae","Setophaga",0,"Dendroica_striata","no"
"8000","Sheppardia sharpei","AFR229_Sheppardia sharpei","Passeriformes","Turdidae","Sheppardia",0,"Sheppardia_sharpei","yes"
"8007","Sholicola ashambuensis","COLL2_Sholicola ashambuensis","Passeriformes","Muscicapidae","Sholicola",0,NA,NA
"8008","Sholicola major","ZOSPAL06_Sholicola major","Passeriformes","Muscicapidae","Sholicola",0,NA,NA
"8012","Sialia currucoides","LAIRI01_Sialia currucoides","Passeriformes","Turdidae","Sialia",0,NA,NA
"8013","Sialia mexicana","LAIRI01_Sialia mexicana","Passeriformes","Turdidae","Sialia",0,"Sialia_mexicana","yes"
"8023","Sialia sialis","SIAMEX01_Sialia sialis","Passeriformes","Turdidae","Sialia",0,"Sialia_sialis","yes"
"8025","Sicalis flaveola","SICFLA01_Sicalis flaveola","Passeriformes","Fringillidae","Sicalis",0,NA,NA
"8028","Sicalis luteola","TANICT01_Sicalis luteola","Passeriformes","Fringillidae","Sicalis",0,"Sicalis_luteola","yes"
"8031","Sicalis olivascens","TROAED06_Sicalis olivascens","Passeriformes","Fringillidae","Sicalis",0,NA,NA
"8032","Silvicultrix frontalis","OCHLEU02_Silvicultrix frontalis","Passeriformes","Tyrannidae","Silvicultrix",0,NA,NA
"8033","Silvicultrix jelskii","OCHJEL01_Silvicultrix jelskii","Passeriformes","Tyrannidae","Silvicultrix",0,NA,NA
"8036","Sitta carolinensis","BAEBIC02_Sitta carolinensis","Passeriformes","Sittidae","Sitta",0,"Sitta_carolinensis","yes"
"8039","Sitta europaea","PARUS22_Sitta europaea","Passeriformes","Sittidae","Sitta",0,"Sitta_europaea","yes"
"8052","Sitta frontalis","HYPHI30_Sitta frontalis","Passeriformes","Sittidae","Sitta",0,"Sitta_frontalis","yes"
"8053","Sitta krueperi","SITTAKRU4_Sitta krueperi","Passeriformes","Sittidae","Sitta",0,"Sitta_krueperi","yes"
"8060","Sitta pygmaea","JUHYE03_Sitta pygmaea","Passeriformes","Sittidae","Sitta",0,NA,NA
"8063","Sitta tephronota","SITTEP01_Sitta tephronota","Passeriformes","Sittidae","Sitta",0,NA,NA
"8065","Sittasomus griseicapillus","ICTLEU01_Sittasomus griseicapillus","Passeriformes","Dendrocolaptidae","Sittasomus",0,"Sittasomus_griseicapillus","yes"
"8068","Smicrornis brevirostris","SMIBRE01_Smicrornis brevirostris","Passeriformes","Pardalotidae","Smicrornis",0,NA,NA
"8069","Smithornis capensis","AFR175_Smithornis capensis","Passeriformes","Eurylaimidae","Smithornis",0,"Smithornis_capensis","yes"
"8070","Somateria mollissima","SGS1_Somateria mollissima","Anseriformes","Anatidae","Somateria",1,NA,NA
"8071","Spermophaga haematina","CYAOLI09_Spermophaga haematina","Passeriformes","Estrildidae","Spermophaga",0,"Spermophaga_haematina","yes"
"8074","Spheniscus demersus","LINN1_Spheniscus demersus","Sphenisciformes","Spheniscidae","Spheniscus",0,"Spheniscus_demersus","yes"
"8082","Spheniscus humboldti","SGS1_Spheniscus humboldti","Sphenisciformes","Spheniscidae","Spheniscus",1,"Spheniscus_humboldti","yes"
"8093","Spheniscus magellanicus","SPMAG07_Spheniscus magellanicus","Sphenisciformes","Spheniscidae","Spheniscus",0,"Spheniscus_magellanicus","yes"
"8108","Spheniscus mendiculus","SPMEN01_Spheniscus mendiculus","Sphenisciformes","Spheniscidae","Spheniscus",0,"Spheniscus_mendiculus","yes"
"8111","Spindalis dominicensis","SPIDOM01_Spindalis dominicensis","Passeriformes","Fringillidae","Spindalis",0,"Spindalis_dominicensis","yes"
"8112","Spiza americana","SEIAUR01_Spiza americana","Passeriformes","Fringillidae","Spiza",0,"Spiza_americana","yes"
"8113","Spizaetus cirrhatus","TYTAL6_Spizaetus cirrhatus","Falconiformes","Accipitridae","Spizaetus",0,NA,NA
"8114","Spizella arborea","ZOLEU02_Spizella arborea","Passeriformes","Fringillidae","Spizella",0,"Spizella_arborea","yes"
"8118","Spizella pallida","CNEORN01_Spizella pallida","Passeriformes","Fringillidae","Spizella",0,NA,NA
"8120","Spizella passerina","SPIPAS13_Spizella passerina","Passeriformes","Fringillidae","Spizella",0,"Spizella_passerina","yes"
"8144","Spizella pusilla","GEOTRI09_Spizella pusilla","Passeriformes","Fringillidae","Spizella",0,NA,NA
"8147","Sporophila americana","SPOAME01_Sporophila americana","Passeriformes","Fringillidae","Sporophila",0,"Sporophila_americana","yes"
"8149","Sporophila angolensis","TABI02_Sporophila angolensis","Passeriformes","Fringillidae","Sporophila",0,NA,NA
"8150","Sporophila luctuosa","TRMUS01_Sporophila luctuosa","Passeriformes","Fringillidae","Sporophila",0,NA,NA
"8151","Sporophila peruviana","SPOPER02_Sporophila peruviana","Passeriformes","Fringillidae","Sporophila",0,NA,NA
"8154","Sporophila plumbea","SPOPLU01_Sporophila plumbea","Passeriformes","Fringillidae","Sporophila",0,NA,NA
"8156","Sporopipes frontalis","SPOFRO01_Sporopipes frontalis","Passeriformes","Ploceidae","Sporopipes",0,"Sporopipes_frontalis","yes"
"8158","Stachyris nigriceps","STANIG02_Stachyris nigriceps","Passeriformes","Timaliidae","Stachyris",0,"Stachyris_nigriceps","yes"
"8164","Stachyris pyrrhops","GRW04_Stachyris pyrrhops","Passeriformes","Timaliidae","Stachyris",1,"Stachyris_pyrrhops","yes"
"8166","Stachyris ruficeps","AEGCON01_Stachyris ruficeps","Passeriformes","Timaliidae","Stachyris",0,NA,NA
"8169","Stachyris strialata","STASTR01_Stachyris strialata","Passeriformes","Timaliidae","Stachyris",0,"Stachyris_striolata","no"
"8171","Stephanophorus diadematus","COLL4_Stephanophorus diadematus","Passeriformes","Fringillidae","Stephanophorus",0,"Stephanophorus_diadematus","yes"
"8175","Stercorarius longicaudus","SYBOR02_Stercorarius longicaudus","Charadriiformes","Stercorariidae","Stercorarius",0,NA,NA
"8176","Sterna hirundo","LARCAC02_Sterna hirundo","Charadriiformes","Laridae","Sterna",0,NA,NA
"8177","Stiphrornis erythrothorax","SFC1_Stiphrornis erythrothorax","Passeriformes","Turdidae","Stiphrornis",0,"Stiphrornis_erythrothorax","yes"
"8183","Stomiopera unicolor","LICUNI01_Stomiopera unicolor","Passeriformes","Meliphagidae","Stomiopera",0,NA,NA
"8186","Streptopelia chinensis","STCHI01_Streptopelia chinensis","Columbiformes","Columbidae","Streptopelia",0,"Stigmatopelia_chinensis","no"
"8187","Streptopelia orientalis","STRORI01_Streptopelia orientalis","Columbiformes","Columbidae","Streptopelia",0,"Streptopelia_orientalis","yes"
"8198","Streptopelia picturata","STPIC01_Streptopelia picturata","Columbiformes","Columbidae","Streptopelia",0,"Nesoenas_picturata","no"
"8200","Streptopelia semitorquata","AFR109_Streptopelia semitorquata","Columbiformes","Columbidae","Streptopelia",0,"Streptopelia_semitorquata","yes"
"8201","Streptopelia senegalensis","STSEN1_Streptopelia senegalensis","Columbiformes","Columbidae","Streptopelia",0,"Stigmatopelia_senegalensis","no"
"8204","Streptopelia tranquebarica","STTRA01_Streptopelia tranquebarica","Columbiformes","Columbidae","Streptopelia",0,"Streptopelia_tranquebarica","yes"
"8206","Streptopelia turtur","STRTUR05_Streptopelia turtur","Columbiformes","Columbidae","Streptopelia",0,"Streptopelia_turtur","yes"
"8217","Streptoprocne zonaris","STRZON02_Streptoprocne zonaris","Apodiformes","Apodidae","Streptoprocne",0,"Streptoprocne_zonaris","yes"
"8219","Strix aluco","SW2_Strix aluco","Strigiformes","Strigidae","Strix",0,"Strix_aluco","yes"
"8227","Strix nebulosa","STAL2_Strix nebulosa","Strigiformes","Strigidae","Strix",0,NA,NA
"8230","Strix occidentalis","STOCC16_Strix occidentalis","Strigiformes","Strigidae","Strix",0,"Strix_occidentalis","yes"
"8250","Strix seloputo","STSEL1_Strix seloputo","Strigiformes","Strigidae","Strix",0,"Strix_seloputo","yes"
"8251","Strix uralensis","STRURA01_Strix uralensis","Strigiformes","Strigidae","Strix",0,"Strix_uralensis","yes"
"8257","Strix varia","SEIAUR01_Strix varia","Strigiformes","Strigidae","Strix",0,"Strix_varia","yes"
"8272","Strix woodfordii","STOCC01_Strix woodfordii","Strigiformes","Strigidae","Strix",0,"Strix_woodfordii","yes"
"8275","Struthio camelus","NYCNYC01_Struthio camelus","Struthioniformes","Struthionidae","Struthio",0,"Struthio_camelus","yes"
"8276","Sturnella loyca","CURCUR01_Sturnella loyca","Passeriformes","Icteridae","Sturnella",0,NA,NA
"8277","Sturnella militaris","ARAPER01_Sturnella militaris","Passeriformes","Icteridae","Sturnella",0,"Sturnella_militaris","yes"
"8280","Sturnella superciliaris","STUSUP01_Sturnella superciliaris","Passeriformes","Icteridae","Sturnella",0,"Sturnella_superciliaris","yes"
"8282","Sturnus cineraceus","SGS1_Sturnus cineraceus","Passeriformes","Sturnidae","Sturnus",1,NA,NA
"8285","Sturnus contra","AFR084_Sturnus contra","Passeriformes","Sturnidae","Sturnus",0,NA,NA
"8286","Sturnus roseus","LAMPUR01_Sturnus roseus","Passeriformes","Sturnidae","Sturnus",0,"Sturnus_roseus","yes"
"8287","Sturnus tristis","ACTRI01_Sturnus tristis","Passeriformes","Sturnidae","Sturnus",0,"Acridotheres_tristis","no"
"8299","Sturnus unicolor","SGS1_Sturnus unicolor","Passeriformes","Sturnidae","Sturnus",1,"Sturnus_unicolor","yes"
"8303","Sturnus vulgaris","TUMIG05_Sturnus vulgaris","Passeriformes","Sturnidae","Sturnus",0,"Sturnus_vulgaris","yes"
"8308","Sublegatus modestus","EMPALN02_Sublegatus modestus","Passeriformes","Tyrannidae","Sublegatus",0,NA,NA
"8309","Suiriri suiriri","EMPALN02_Suiriri suiriri","Passeriformes","Tyrannidae","Suiriri",0,"Suiriri_suiriri","yes"
"8314","Sula granti","MICRO01_Sula granti","Pelecaniformes","Sulidae","Sula",0,"Sula_granti","yes"
"8315","Sula nebouxii","EMCIR01_Sula nebouxii","Pelecaniformes","Sulidae","Sula",0,"Sula_nebouxii","yes"
"8318","Sylvia atricapilla","RS4_Sylvia atricapilla","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_atricapilla","yes"
"8395","Sylvia borin","TURDUS1_Sylvia borin","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_borin","yes"
"8453","Sylvia cantillans","GRW11_Sylvia cantillans","Passeriformes","Sylviidae","Sylvia",1,"Sylvia_cantillans","yes"
"8460","Sylvia communis","CWT3_Sylvia communis","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_communis","yes"
"8486","Sylvia conspicillata","GRW11_Sylvia conspicillata","Passeriformes","Sylviidae","Sylvia",1,"Sylvia_conspicillata","yes"
"8502","Sylvia crassirostris","SYCRA01_Sylvia crassirostris","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_hortensis","no"
"8504","Sylvia curruca","LWT2_Sylvia curruca","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_curruca","yes"
"8523","Sylvia deserticola","SYBOR07_Sylvia deserticola","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_deserticola","yes"
"8526","Sylvia hortensis","SYHOR01_Sylvia hortensis","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_hortensis","yes"
"8527","Sylvia melanocephala","SYMEL06_Sylvia melanocephala","Passeriformes","Sylviidae","Sylvia",0,"Sylvia_melanocephala","yes"
"8547","Sylvia nisoria","SGS1_Sylvia nisoria","Passeriformes","Sylviidae","Sylvia",1,"Sylvia_nisoria","yes"
"8553","Sylvia undata","SGS1_Sylvia undata","Passeriformes","Sylviidae","Sylvia",1,"Sylvia_undata","yes"
"8554","Sylvietta virens","AEMO01_Sylvietta virens","Passeriformes","Sylviidae","Sylvietta",0,NA,NA
"8557","Syma torotoro","TANGAL02_Syma torotoro","Coraciiformes","Alcedinidae","Syma",0,"Syma_torotoro","yes"
"8559","Synallaxis albescens","SYNALB01_Synallaxis albescens","Passeriformes","Furnariidae","Synallaxis",0,NA,NA
"8560","Synallaxis azarae","PHEMEL02_Synallaxis azarae","Passeriformes","Furnariidae","Synallaxis",0,"Synallaxis_azarae","yes"
"8567","Synallaxis frontalis","GALLUS01_Synallaxis frontalis","Passeriformes","Furnariidae","Synallaxis",0,NA,NA
"8569","Synallaxis fuscorufa","ARBRU02_Synallaxis fuscorufa","Passeriformes","Furnariidae","Synallaxis",0,NA,NA
"8570","Synallaxis rutilans","PHLNIG03_Synallaxis rutilans","Passeriformes","Furnariidae","Synallaxis",0,"Synallaxis_rutilans","yes"
"8571","Synallaxis scutata","PADOM09_Synallaxis scutata","Passeriformes","Furnariidae","Synallaxis",0,NA,NA
"8572","Synallaxis unirufa","SYNUNI01_Synallaxis unirufa","Passeriformes","Furnariidae","Synallaxis",0,NA,NA
"8573","Synallaxis whitneyi","SYCIN01_Synallaxis whitneyi","Passeriformes","Furnariidae","Synallaxis",0,"Synallaxis_whitneyi","yes"
"8574","Syndactyla ruficollis","HYLSUB01_Syndactyla ruficollis","Passeriformes","Furnariidae","Syndactyla",0,"Syndactyla_ruficollis","yes"
"8575","Syndactyla rufosuperciliata","PADOM09_Syndactyla rufosuperciliata","Passeriformes","Furnariidae","Syndactyla",0,NA,NA
"8585","Syndactyla ucayalae","AUTRUF01_Syndactyla ucayalae","Passeriformes","Furnariidae","Syndactyla",0,NA,NA
"8586","Tachuris rubrigastra","TACRUB01_Tachuris rubrigastra","Passeriformes","Tyrannidae","Tachuris",0,"Tachuris_rubrigastra","yes"
"8587","Tachycineta bicolor","TABI02_Tachycineta bicolor","Passeriformes","Hirundinidae","Tachycineta",0,"Tachycineta_bicolor","yes"
"8607","Tachycineta meyeni","PROSUB01_Tachycineta meyeni","Passeriformes","Hirundinidae","Tachycineta",0,NA,NA
"8608","Tachycineta thalassina","TABI10_Tachycineta thalassina","Passeriformes","Hirundinidae","Tachycineta",0,"Tachycineta_thalassina","yes"
"8614","Tachyphonus coronatus","GEOFOR01_Tachyphonus coronatus","Passeriformes","Fringillidae","Tachyphonus",0,NA,NA
"8620","Tachyphonus cristatus","TACCRI03_Tachyphonus cristatus","Passeriformes","Fringillidae","Tachyphonus",0,"Tachyphonus_cristatus","yes"
"8624","Tachyphonus luctuosus","TACCRI01_Tachyphonus luctuosus","Passeriformes","Fringillidae","Tachyphonus",0,"Tachyphonus_luctuosus","yes"
"8625","Tachyphonus phoenicius","TACPHO01_Tachyphonus phoenicius","Passeriformes","Fringillidae","Tachyphonus",0,"Tachyphonus_phoenicius","yes"
"8628","Tachyphonus rufiventer","SITGRI01_Tachyphonus rufiventer","Passeriformes","Fringillidae","Tachyphonus",0,NA,NA
"8629","Tachyphonus rufus","ARRTAC06_Tachyphonus rufus","Passeriformes","Fringillidae","Tachyphonus",0,"Tachyphonus_rufus","yes"
"8645","Tadorna ferruginea","ANSIND01_Tadorna ferruginea","Anseriformes","Anatidae","Tadorna",0,"Tadorna_ferruginea","yes"
"8650","Tadorna tadorna","CXPER01_Tadorna tadorna","Anseriformes","Anatidae","Tadorna",0,"Tadorna_tadorna","yes"
"8651","Tadorna variegata","NYCNYC01_Tadorna variegata","Anseriformes","Anatidae","Tadorna",0,"Tadorna_variegata","yes"
"8652","Tangara argyrofenges","TANARG01_Tangara argyrofenges","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8654","Tangara arthus","CYCYAN01_Tangara arthus","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8655","Tangara cayana","BAFLA04_Tangara cayana","Passeriformes","Fringillidae","Tangara",0,"Tangara_cayana","yes"
"8660","Tangara chilensis","TROAED20_Tangara chilensis","Passeriformes","Fringillidae","Tangara",0,"Tangara_chilensis","yes"
"8664","Tangara cyanicollis","SIAMEX01_Tangara cyanicollis","Passeriformes","Fringillidae","Tangara",0,"Tangara_cyanicollis","yes"
"8667","Tangara cyanoptera","PHPAT01_Tangara cyanoptera","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8668","Tangara desmaresti","TANDES01_Tangara desmaresti","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8669","Tangara gyrola","TASCH01_Tangara gyrola","Passeriformes","Fringillidae","Tangara",0,"Tangara_gyrola","yes"
"8670","Tangara icterocephala","TANICT02_Tangara icterocephala","Passeriformes","Fringillidae","Tangara",0,"Tangara_icterocephala","yes"
"8672","Tangara labradorides","CYCYAN01_Tangara labradorides","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8674","Tangara mexicana","SIAMEX01_Tangara mexicana","Passeriformes","Fringillidae","Tangara",0,"Tangara_mexicana","yes"
"8676","Tangara nigrocincta","AFR009_Tangara nigrocincta","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8680","Tangara nigroviridis","TANNIG02_Tangara nigroviridis","Passeriformes","Fringillidae","Tangara",0,"Tangara_nigroviridis","yes"
"8688","Tangara parzudakii","TANSCH01_Tangara parzudakii","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8692","Tangara preciosa","PADOM09_Tangara preciosa","Passeriformes","Fringillidae","Tangara",0,"Tangara_preciosa","yes"
"8693","Tangara ruficervix","CYCYAN01_Tangara ruficervix","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8695","Tangara sayaca","THRSAY01_Tangara sayaca","Passeriformes","Fringillidae","Tangara",0,"Thraupis_sayaca","no"
"8701","Tangara schrankii","TANSCH01_Tangara schrankii","Passeriformes","Fringillidae","Tangara",0,"Tangara_schrankii","yes"
"8705","Tangara vassorii","TANIG01_Tangara vassorii","Passeriformes","Fringillidae","Tangara",0,"Tangara_vassorii","yes"
"8718","Tangara velia","LEPCOR05_Tangara velia","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8719","Tangara viridicollis","BUTMO01_Tangara viridicollis","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8726","Tangara xanthocephala","TANXAN03_Tangara xanthocephala","Passeriformes","Fringillidae","Tangara",0,NA,NA
"8732","Tanysiptera galatea","TANGAL01_Tanysiptera galatea","Coraciiformes","Alcedinidae","Tanysiptera",0,"Tanysiptera_galatea","yes"
"8735","Taphrospilus hypostictus","TROAED20_Taphrospilus hypostictus","Trochiliformes","Trochilidae","Taphrospilus",0,NA,NA
"8736","Taraba major","TARMAJ01_Taraba major","Passeriformes","Thamnophilidae","Taraba",0,NA,NA
"8737","Tauraco corythaix","AFR059_Tauraco corythaix","Musophagiformes","Musophagidae","Tauraco",0,"Tauraco_corythaix","yes"
"8738","Tauraco persa","TAUPER01_Tauraco persa","Musophagiformes","Musophagidae","Tauraco",0,"Tauraco_persa","yes"
"8739","Tchagra australis","AFR145_Tchagra australis","Passeriformes","Malaconotidae","Tchagra",0,"Tchagra_australis","yes"
"8742","Tchagra senegalus","AFR146_Tchagra senegalus","Passeriformes","Malaconotidae","Tchagra",0,NA,NA
"8744","Tephrodornis pondicerianus","TEPON01_Tephrodornis pondicerianus","Passeriformes","Prionopidae","Tephrodornis",0,"Tephrodornis_pondicerianus","yes"
"8748","Terenotriccus erythrurus","COLBUC01_Terenotriccus erythrurus","Passeriformes","Tyrannidae","Terenotriccus",0,"Terenotriccus_erythrurus","yes"
"8751","Terpsiphone paradisi","ALBRE01_Terpsiphone paradisi","Passeriformes","Monarchidae","Terpsiphone",0,NA,NA
"8752","Terpsiphone rufiventer","RECOB4_Terpsiphone rufiventer","Passeriformes","Monarchidae","Terpsiphone",0,"Terpsiphone_rufiventer","yes"
"8756","Terpsiphone viridis","PBPIP1_Terpsiphone viridis","Passeriformes","Monarchidae","Terpsiphone",0,"Terpsiphone_viridis","yes"
"8761","Tetrao tetrix","BGR1_Tetrao tetrix","Galliformes","Phasianidae","Tetrao",0,"Tetrao_tetrix","yes"
"8766","Tetrao urogallus","TETURO02_Tetrao urogallus","Galliformes","Phasianidae","Tetrao",0,"Tetrao_urogallus","yes"
"8773","Tetrastes bonasia","HGR1_Tetrastes bonasia","Galliformes","Phasianidae","Tetrastes",0,"Bonasa_bonasia","no"
"8774","Thalurania fannyi","THAFAN01_Thalurania fannyi","Trochiliformes","Trochilidae","Thalurania",0,"Thalurania_fannyi","yes"
"8775","Thalurania furcata","THAFUR02_Thalurania furcata","Trochiliformes","Trochilidae","Thalurania",0,"Thalurania_furcata","yes"
"8782","Thalurania glaucopis","THAGLA03_Thalurania glaucopis","Trochiliformes","Trochilidae","Thalurania",0,NA,NA
"8785","Thamnolaea cinnamomeiventris","BSR2_Thamnolaea cinnamomeiventris","Passeriformes","Muscicapidae","Thamnolaea",0,"Myrmecocichla_cinnamomeiventris","no"
"8786","Thamnomanes ardesiacus","TROAED20_Thamnomanes ardesiacus","Passeriformes","Thamnophilidae","Thamnomanes",0,"Thamnomanes_ardesiacus","yes"
"8788","Thamnomanes caesius","CYCYA01_Thamnomanes caesius","Passeriformes","Thamnophilidae","Thamnomanes",0,"Thamnomanes_caesius","yes"
"8801","Thamnomanes saturninus","AUTPAR01_Thamnomanes saturninus","Passeriformes","Thamnophilidae","Thamnomanes",0,"Thamnomanes_saturninus","yes"
"8816","Thamnophilus aethiops","SETAUD24_Thamnophilus aethiops","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_aethiops","yes"
"8826","Thamnophilus amazonicus","THAAMA01_Thamnophilus amazonicus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_amazonicus","yes"
"8828","Thamnophilus ambiguus","THCAE01_Thamnophilus ambiguus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_ambiguus","yes"
"8841","Thamnophilus atrinucha","ARRTAC05_Thamnophilus atrinucha","Passeriformes","Thamnophilidae","Thamnophilus",0,NA,NA
"8843","Thamnophilus bernardi","COEFLA01_Thamnophilus bernardi","Passeriformes","Thamnophilidae","Thamnophilus",0,NA,NA
"8846","Thamnophilus caerulescens","ILMIL01_Thamnophilus caerulescens","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_caerulescens","yes"
"8850","Thamnophilus doliatus","COLPAS03_Thamnophilus doliatus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_doliatus","yes"
"8852","Thamnophilus murinus","THAMUR01_Thamnophilus murinus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_murinus","yes"
"8854","Thamnophilus nigrocinereus","DENPET03_Thamnophilus nigrocinereus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_nigrocinereus","yes"
"8860","Thamnophilus pelzelni","BAFLA04_Thamnophilus pelzelni","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_pelzelni","yes"
"8863","Thamnophilus schistaceus","AUTPAR01_Thamnophilus schistaceus","Passeriformes","Thamnophilidae","Thamnophilus",0,"Thamnophilus_schistaceus","yes"
"8871","Thamnophilus tenuepunctatus","ZOCAP15_Thamnophilus tenuepunctatus","Passeriformes","Thamnophilidae","Thamnophilus",0,NA,NA
"8873","Thamnophilus torquatus","THATOR01_Thamnophilus torquatus","Passeriformes","Thamnophilidae","Thamnophilus",0,NA,NA
"8875","Thamnophilus unicolor","ANASTR01_Thamnophilus unicolor","Passeriformes","Thamnophilidae","Thamnophilus",0,NA,NA
"8876","Thlypopsis ornata","ZOCAP14_Thlypopsis ornata","Passeriformes","Fringillidae","Thlypopsis",0,NA,NA
"8880","Thlypopsis sordida","VOLJAC02_Thlypopsis sordida","Passeriformes","Fringillidae","Thlypopsis",0,"Thlypopsis_sordida","yes"
"8883","Thraupis bonariensis","ZOCAP17_Thraupis bonariensis","Passeriformes","Fringillidae","Thraupis",0,NA,NA
"8891","Thraupis cyanocephala","DIGLAF01_Thraupis cyanocephala","Passeriformes","Fringillidae","Thraupis",0,"Thraupis_cyanocephala","yes"
"8901","Thraupis episcopus","RAMCAR01_Thraupis episcopus","Passeriformes","Fringillidae","Thraupis",0,"Thraupis_episcopus","yes"
"8906","Thraupis palmarum","THRPAL01_Thraupis palmarum","Passeriformes","Fringillidae","Thraupis",0,"Thraupis_palmarum","yes"
"8911","Thraupis sayaca","CONLIN05_Thraupis sayaca","Passeriformes","Fringillidae","Thraupis",0,"Thraupis_sayaca","yes"
"8914","Threnetes leucurus","TROAED20_Threnetes leucurus","Trochiliformes","Trochilidae","Threnetes",0,NA,NA
"8915","Threnetes niger","PHAMAL01_Threnetes niger","Trochiliformes","Trochilidae","Threnetes",0,"Threnetes_niger","yes"
"8916","Thripadectes melanorhynchus","THRMEL01_Thripadectes melanorhynchus","Passeriformes","Furnariidae","Thripadectes",0,NA,NA
"8918","Thryomanes bewickii","LAIRI01_Thryomanes bewickii","Passeriformes","Certhiidae","Thryomanes",0,"Thryomanes_bewickii","yes"
"8922","Thryothorus euophrys","BAEBIC02_Thryothorus euophrys","Passeriformes","Certhiidae","Thryothorus",0,NA,NA
"8923","Thryothorus genibarbis","THAMB09_Thryothorus genibarbis","Passeriformes","Certhiidae","Thryothorus",0,"Thryothorus_genibarbis","yes"
"8926","Thryothorus leucotis","CANLEU03_Thryothorus leucotis","Passeriformes","Certhiidae","Thryothorus",0,"Thryothorus_leucotis","yes"
