"","species","id","Lineage_Name","parasiteGenus","order","family","genus","record","Pr","Jetz.species","match"
"1673","Chalcophaps indica","CHAIND02_Chalcophaps indica","CHAIND02","Haemoproteus","Columbiformes","Columbidae","Chalcophaps",1,0,"Chalcophaps_indica","yes"
"1674","Chalcophaps indica","STANIG03_Chalcophaps indica","STANIG03","Haemoproteus","Columbiformes","Columbidae","Chalcophaps",1,0,"Chalcophaps_indica","yes"
"1675","Chalcostigma herrani","BAEBIC02_Chalcostigma herrani","BAEBIC02","Plasmodium","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1676","Chalcostigma herrani","TROAED18_Chalcostigma herrani","TROAED18","Haemoproteus","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1677","Chalcostigma herrani","TROAED20_Chalcostigma herrani","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1678","Chalcostigma ruficeps","ANAPAR01_Chalcostigma ruficeps","ANAPAR01","Haemoproteus","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1679","Chalcostigma ruficeps","OCHLEU01_Chalcostigma ruficeps","OCHLEU01","Haemoproteus","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1680","Chalcostigma stanleyi","TROAED20_Chalcostigma stanleyi","TROAED20","Haemoproteus","Trochiliformes","Trochilidae","Chalcostigma",1,0,NA,NA
"1681","Chamaea fasciata","CHAFA01_Chamaea fasciata","CHAFA01","Haemoproteus","Passeriformes","Sylviidae","Chamaea",1,0,"Chamaea_fasciata","yes"
"1682","Chamaeza campanisona","CHACAM01_Chamaeza campanisona","CHACAM01","Plasmodium","Passeriformes","Formicariidae","Chamaeza",1,0,"Chamaeza_campanisona","yes"
"1683","Chamaeza campanisona","CHACAM02_Chamaeza campanisona","CHACAM02","Plasmodium","Passeriformes","Formicariidae","Chamaeza",1,0,"Chamaeza_campanisona","yes"
"1684","Chamaeza campanisona","CHACAM03_Chamaeza campanisona","CHACAM03","Plasmodium","Passeriformes","Formicariidae","Chamaeza",1,0,"Chamaeza_campanisona","yes"
"1685","Charadrius leschenaultii","SANDPLOV01_Charadrius leschenaultii","SANDPLOV01","Haemoproteus","Charadriiformes","Charadriidae","Charadrius",1,0,NA,NA
"1686","Charadrius leschenaultii","GRW09_Charadrius leschenaultii","GRW09","Plasmodium","Charadriiformes","Charadriidae","Charadrius",1,0,NA,NA
"1687","Charadrius leschenaultii","GRW15_Charadrius leschenaultii","GRW15","Plasmodium","Charadriiformes","Charadriidae","Charadrius",1,0,NA,NA
"1688","Charmosyna papou","TURDUS2_Charmosyna papou","TURDUS2","Haemoproteus","Psittaciformes","Loriidae","Charmosyna",1,0,NA,NA
"1689","Chelidorhynx hypoxanthus","ALARV04_Chelidorhynx hypoxanthus","ALARV04","Plasmodium","Passeriformes","Stenostiridae","Chelidorhynx",1,0,NA,NA
"1690","Chiroxiphia boliviana","SALMAX03_Chiroxiphia boliviana","SALMAX03","Haemoproteus","Passeriformes","Pipridae","Chiroxiphia",1,0,NA,NA
"1691","Chiroxiphia boliviana","HELAUR01_Chiroxiphia boliviana","HELAUR01","Haemoproteus","Passeriformes","Pipridae","Chiroxiphia",1,0,NA,NA
"1692","Chiroxiphia caudata","ANGAL01_Chiroxiphia caudata","ANGAL01","Plasmodium","Passeriformes","Pipridae","Chiroxiphia",1,0,NA,NA
"1693","Chiroxiphia pareola","VIOLI05_Chiroxiphia pareola","VIOLI05","Haemoproteus","Passeriformes","Pipridae","Chiroxiphia",1,0,"Chiroxiphia_pareola","yes"
"1694","Chiroxiphia pareola","LEPCOR03_Chiroxiphia pareola","LEPCOR03","Haemoproteus","Passeriformes","Pipridae","Chiroxiphia",1,0,"Chiroxiphia_pareola","yes"
"1695","Chiroxiphia pareola","CHIPAR01_Chiroxiphia pareola","CHIPAR01","Haemoproteus","Passeriformes","Pipridae","Chiroxiphia",1,0,"Chiroxiphia_pareola","yes"
"1696","Chiroxiphia pareola","PADOM11_Chiroxiphia pareola","PADOM11","Plasmodium","Passeriformes","Pipridae","Chiroxiphia",1,0,"Chiroxiphia_pareola","yes"
"1697","Chloris sinica","GRW06_Chloris sinica","GRW06","Plasmodium","Passeriformes","Fringillidae","Chloris",1,0,NA,NA
"1698","Chloroceryle aenea","CHLAEN01_Chloroceryle aenea","CHLAEN01","Plasmodium","Coraciiformes","Cerylidae","Chloroceryle",1,0,"Chloroceryle_aenea","yes"
"1699","Chloroceryle aenea","CHLAEN02_Chloroceryle aenea","CHLAEN02","Leucocytozoon","Coraciiformes","Cerylidae","Chloroceryle",1,0,"Chloroceryle_aenea","yes"
"1700","Chloroceryle amazona","TURMIG02_Chloroceryle amazona","TURMIG02","Haemoproteus","Coraciiformes","Cerylidae","Chloroceryle",1,0,NA,NA
"1701","Chloroceryle americana","CHLAEM02_Chloroceryle americana","CHLAEM02","Leucocytozoon","Coraciiformes","Cerylidae","Chloroceryle",1,0,NA,NA
"1702","Chloroceryle americana","CHLAME01_Chloroceryle americana","CHLAME01","Haemoproteus","Coraciiformes","Cerylidae","Chloroceryle",1,0,NA,NA
"1703","Chloroceryle americana","BUVIR04_Chloroceryle americana","BUVIR04","Leucocytozoon","Coraciiformes","Cerylidae","Chloroceryle",1,0,NA,NA
"1704","Chloroceryle inda","CHLIND01_Chloroceryle inda","CHLIND01","Haemoproteus","Coraciiformes","Cerylidae","Chloroceryle",1,0,"Chloroceryle_inda","yes"
"1705","Chloroceryle inda","TURMIG02_Chloroceryle inda","TURMIG02","Haemoproteus","Coraciiformes","Cerylidae","Chloroceryle",1,0,"Chloroceryle_inda","yes"
"1706","Chlorochrysa calliparaea","TROAED20_Chlorochrysa calliparaea","TROAED20","Haemoproteus","Passeriformes","Fringillidae","Chlorochrysa",1,0,NA,NA
"1707","Chlorocichla flaviventris","VIMWE1_Chlorocichla flaviventris","VIMWE1","Haemoproteus","Passeriformes","Pycnonotidae","Chlorocichla",1,0,NA,NA
"1708","Chloropeta natalensis","AFR104_Chloropeta natalensis","AFR104","Plasmodium","Passeriformes","Sylviidae","Chloropeta",1,0,"Chloropeta_natalensis","yes"
"1709","Chloropeta natalensis","AFR241_Chloropeta natalensis","AFR241","Leucocytozoon","Passeriformes","Sylviidae","Chloropeta",1,0,"Chloropeta_natalensis","yes"
"1710","Chloropeta similis","SYBOR11_Chloropeta similis","SYBOR11","Plasmodium","Passeriformes","Sylviidae","Chloropeta",1,0,"Chloropeta_similis","yes"
"1711","Chloropeta similis","RECOB3_Chloropeta similis","RECOB3","Leucocytozoon","Passeriformes","Sylviidae","Chloropeta",1,0,"Chloropeta_similis","yes"
"1712","Chloropeta similis","WW6_Chloropeta similis","WW6","Leucocytozoon","Passeriformes","Sylviidae","Chloropeta",1,0,"Chloropeta_similis","yes"
"1713","Chlorophanes spiza","TRMUS01_Chlorophanes spiza","TRMUS01","Haemoproteus","Passeriformes","Fringillidae","Chlorophanes",3,0,"Chlorophanes_spiza","yes"
"1714","Chlorophanes spiza","CHLSPI02_Chlorophanes spiza","CHLSPI02","Haemoproteus","Passeriformes","Fringillidae","Chlorophanes",2,0,"Chlorophanes_spiza","yes"
"1715","Chlorophanes spiza","GEOTRI02_Chlorophanes spiza","GEOTRI02","Plasmodium","Passeriformes","Fringillidae","Chlorophanes",2,0,"Chlorophanes_spiza","yes"
"1716","Chlorophanes spiza","CHLSPI01_Chlorophanes spiza","CHLSPI01","Plasmodium","Passeriformes","Fringillidae","Chlorophanes",2,0,"Chlorophanes_spiza","yes"
"1717","Chlorophanes spiza","AFR025_Chlorophanes spiza","AFR025","Haemoproteus","Passeriformes","Fringillidae","Chlorophanes",2,0,"Chlorophanes_spiza","yes"
"1718","Chlorophanes spiza","RHYSIM01_Chlorophanes spiza","RHYSIM01","Plasmodium","Passeriformes","Fringillidae","Chlorophanes",1,0,"Chlorophanes_spiza","yes"
"1719","Chlorophanes spiza","AFR028_Chlorophanes spiza","AFR028","Plasmodium","Passeriformes","Fringillidae","Chlorophanes",2,0,"Chlorophanes_spiza","yes"
"1720","Chlorophonia cyanea","CHLCYA01_Chlorophonia cyanea","CHLCYA01","Leucocytozoon","Passeriformes","Fringillidae","Chlorophonia",1,0,NA,NA
"1721","Chlorophonia cyanea","TOFLA03_Chlorophonia cyanea","TOFLA03","Haemoproteus","Passeriformes","Fringillidae","Chlorophonia",1,0,NA,NA
"1722","Chlorornis riefferii","CHLRIE01_Chlorornis riefferii","CHLRIE01","Haemoproteus","Passeriformes","Fringillidae","Chlorornis",1,0,NA,NA
"1723","Chlorornis riefferii","DIGCAE01_Chlorornis riefferii","DIGCAE01","Haemoproteus","Passeriformes","Fringillidae","Chlorornis",1,0,NA,NA
"1724","Chlorornis riefferii","CHLRIE03_Chlorornis riefferii","CHLRIE03","Leucocytozoon","Passeriformes","Fringillidae","Chlorornis",1,0,NA,NA
"1725","Chlorornis riefferii","CHLRIE04_Chlorornis riefferii","CHLRIE04","Leucocytozoon","Passeriformes","Fringillidae","Chlorornis",1,0,NA,NA
"1726","Chlorornis riefferii","PAVER01_Chlorornis riefferii","PAVER01","Leucocytozoon","Passeriformes","Fringillidae","Chlorornis",1,0,NA,NA
"1727","Chlorospingus flavigularis","CNERUB01_Chlorospingus flavigularis","CNERUB01","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1728","Chlorospingus flavigularis","ZOCAP14_Chlorospingus flavigularis","ZOCAP14","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1729","Chlorospingus flavigularis","SETAUD24_Chlorospingus flavigularis","SETAUD24","Plasmodium","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1730","Chlorospingus flavopectus","CHLFLA02_Chlorospingus flavopectus","CHLFLA02","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1731","Chlorospingus flavopectus","CHLFLA01_Chlorospingus flavopectus","CHLFLA01","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1732","Chlorospingus flavopectus","TACRUB04_Chlorospingus flavopectus","TACRUB04","Plasmodium","Passeriformes","Fringillidae","Chlorospingus",1,0,NA,NA
"1733","Chlorospingus ophthalmicus","CHLOP01_Chlorospingus ophthalmicus","CHLOP01","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",1,0,"Chlorospingus_ophthalmicus","yes"
"1734","Chlorospingus ophthalmicus","CHLOPH01_Chlorospingus ophthalmicus","CHLOPH01","Haemoproteus","Passeriformes","Fringillidae","Chlorospingus",2,0,"Chlorospingus_ophthalmicus","yes"
"1735","Chondestes grammacus","CHOGRA01_Chondestes grammacus","CHOGRA01","Haemoproteus","Passeriformes","Fringillidae","Chondestes",2,0,"Chondestes_grammacus","yes"
"1736","Chordeiles acutipennis","CHOACU01_Chordeiles acutipennis","CHOACU01","Haemoproteus","Caprimulgiformes","Caprimulgidae","Chordeiles",1,0,NA,NA
"1737","Chordeiles minor","CHOMIN01_Chordeiles minor","CHOMIN01","Haemoproteus","Caprimulgiformes","Caprimulgidae","Chordeiles",1,0,NA,NA
"1738","Chroicocephalus ridibundus","LINN1_Chroicocephalus ridibundus","LINN1","Plasmodium","Charadriiformes","Laridae","Chroicocephalus",1,0,NA,NA
"1739","Chroicocephalus ridibundus","DONANA03_Chroicocephalus ridibundus","DONANA03","Plasmodium","Charadriiformes","Laridae","Chroicocephalus",1,0,NA,NA
"1740","Chroicocephalus ridibundus","CHRRID01_Chroicocephalus ridibundus","CHRRID01","Haemoproteus","Charadriiformes","Laridae","Chroicocephalus",1,0,NA,NA
"1741","Chroicocephalus ridibundus","CIAE02_Chroicocephalus ridibundus","CIAE02","Leucocytozoon","Charadriiformes","Laridae","Chroicocephalus",2,0,NA,NA
"1742","Chroicocephalus ridibundus","CREFUR01_Chroicocephalus ridibundus","CREFUR01","Haemoproteus","Charadriiformes","Laridae","Chroicocephalus",1,0,NA,NA
"1743","Chroicocephalus ridibundus","SGS1_Chroicocephalus ridibundus","SGS1","Plasmodium","Charadriiformes","Laridae","Chroicocephalus",1,1,NA,NA
"1744","Chrysococcyx caprius","BUL2_Chrysococcyx caprius","BUL2","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",1,0,NA,NA
"1745","Chrysococcyx caprius","CIAE02_Chrysococcyx caprius","CIAE02","Leucocytozoon","Cuculiformes","Cuculidae","Chrysococcyx",1,0,NA,NA
"1746","Chrysococcyx caprius","CHRCAP01_Chrysococcyx caprius","CHRCAP01","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",2,0,NA,NA
"1747","Chrysococcyx caprius","CHRKLA01_Chrysococcyx caprius","CHRKLA01","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",2,0,NA,NA
"1748","Chrysococcyx caprius","VIMWE1_Chrysococcyx caprius","VIMWE1","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",6,0,NA,NA
"1749","Chrysococcyx klaas","CHRKLA02_Chrysococcyx klaas","CHRKLA02","Leucocytozoon","Cuculiformes","Cuculidae","Chrysococcyx",1,0,"Chrysococcyx_klaas","yes"
"1750","Chrysococcyx klaas","CHRKLA01_Chrysococcyx klaas","CHRKLA01","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",1,0,"Chrysococcyx_klaas","yes"
"1751","Chrysococcyx klaas","AFR008_Chrysococcyx klaas","AFR008","Haemoproteus","Cuculiformes","Cuculidae","Chrysococcyx",1,0,"Chrysococcyx_klaas","yes"
"1752","Chrysolophus amherstiae","GRW11_Chrysolophus amherstiae","GRW11","Plasmodium","Galliformes","Phasianidae","Chrysolophus",1,1,"Chrysolophus_amherstiae","yes"
"1753","Chrysomma sinense","TURSTR01_Chrysomma sinense","TURSTR01","Haemoproteus","Passeriformes","Timaliidae","Chrysomma",1,0,"Chrysomma_sinense","yes"
"1754","Chrysomma sinense","STASTR01_Chrysomma sinense","STASTR01","Plasmodium","Passeriformes","Timaliidae","Chrysomma",1,0,"Chrysomma_sinense","yes"
"1755","Chrysomma sinense","GRW04_Chrysomma sinense","GRW04","Plasmodium","Passeriformes","Timaliidae","Chrysomma",1,1,"Chrysomma_sinense","yes"
"1756","Chrysomma sinense","DELURB5_Chrysomma sinense","DELURB5","Plasmodium","Passeriformes","Timaliidae","Chrysomma",2,0,"Chrysomma_sinense","yes"
"1757","Chrysomus icterocephalus","AGICT01_Chrysomus icterocephalus","AGICT01","Plasmodium","Passeriformes","Icteridae","Chrysomus",1,0,"Chrysomus_icterocephalus","yes"
"1758","Chrysomus ruficapillus","PADOM11_Chrysomus ruficapillus","PADOM11","Plasmodium","Passeriformes","Icteridae","Chrysomus",1,0,"Chrysomus_ruficapillus","yes"
"1759","Chrysuronia oenone","EUXAN01_Chrysuronia oenone","EUXAN01","Haemoproteus","Trochiliformes","Trochilidae","Chrysuronia",1,0,NA,NA
"1760","Cichlherminia lherminieri","FRAG07_Cichlherminia lherminieri","FRAG07","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",2,0,NA,NA
"1761","Cichlherminia lherminieri","GRW06_Cichlherminia lherminieri","GRW06","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",10,0,NA,NA
"1762","Cichlherminia lherminieri","PADOM11_Cichlherminia lherminieri","PADOM11","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",11,0,NA,NA
"1763","Cichlherminia lherminieri","CATUST05_Cichlherminia lherminieri","CATUST05","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",2,0,NA,NA
"1764","Cichlherminia lherminieri","TUAMA01_Cichlherminia lherminieri","TUAMA01","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",12,0,NA,NA
"1765","Cichlherminia lherminieri","TUMIG22_Cichlherminia lherminieri","TUMIG22","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",15,0,NA,NA
"1766","Cichlherminia lherminieri","SPMAG06_Cichlherminia lherminieri","SPMAG06","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",2,0,NA,NA
"1767","Cichlherminia lherminieri","TUMIG03_Cichlherminia lherminieri","TUMIG03","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",10,0,NA,NA
"1768","Cichlherminia lherminieri","DONANA05_Cichlherminia lherminieri","DONANA05","Plasmodium","Passeriformes","Muscicapidae","Cichlherminia",2,0,NA,NA
"1769","Cichlherminia lherminieri","TURMER01_Cichlherminia lherminieri","TURMER01","Haemoproteus","Passeriformes","Muscicapidae","Cichlherminia",17,0,NA,NA
"1770","Ciconia ciconia","SGS1_Ciconia ciconia","SGS1","Plasmodium","Ciconiiformes","Ciconiidae","Ciconia",1,1,"Ciconia_ciconia","yes"
"1771","Cinclocerthia ruficauda","ICTCAY01_Cinclocerthia ruficauda","ICTCAY01","Plasmodium","Passeriformes","Mimidae","Cinclocerthia",1,0,"Cinclocerthia_ruficauda","yes"
"1772","Cinclocerthia ruficauda","CINRUF01_Cinclocerthia ruficauda","CINRUF01","Plasmodium","Passeriformes","Mimidae","Cinclocerthia",1,0,"Cinclocerthia_ruficauda","yes"
"1773","Cinclodes albidiventris","CONCIN03_Cinclodes albidiventris","CONCIN03","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1774","Cinclodes albiventris","CAMRUB03_Cinclodes albiventris","CAMRUB03","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1775","Cinclodes albiventris","CATANA01_Cinclodes albiventris","CATANA01","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1776","Cinclodes albiventris","ASTHUM01_Cinclodes albiventris","ASTHUM01","Leucocytozoon","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1777","Cinclodes albiventris","TANCHI01_Cinclodes albiventris","TANCHI01","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1778","Cinclodes albiventris","TROAED04_Cinclodes albiventris","TROAED04","Leucocytozoon","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1779","Cinclodes albiventris","CINALB01_Cinclodes albiventris","CINALB01","Leucocytozoon","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1780","Cinclodes albiventris","CINALB02_Cinclodes albiventris","CINALB02","Leucocytozoon","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1781","Cinclodes albiventris","CONCIN03_Cinclodes albiventris","CONCIN03","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1782","Cinclodes albiventris","OCHLEU02_Cinclodes albiventris","OCHLEU02","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1783","Cinclodes patagonicus","XOLPYR02_Cinclodes patagonicus","XOLPYR02","Haemoproteus","Passeriformes","Furnariidae","Cinclodes",1,0,NA,NA
"1784","Cinclus cinclus","CINCIN09_Cinclus cinclus","CINCIN09","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1785","Cinclus cinclus","CINCIN05_Cinclus cinclus","CINCIN05","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1786","Cinclus cinclus","CINCIN08_Cinclus cinclus","CINCIN08","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1787","Cinclus cinclus","CINCIN01_Cinclus cinclus","CINCIN01","Haemoproteus","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1788","Cinclus cinclus","MW1_Cinclus cinclus","MW1","Haemoproteus","Passeriformes","Cinclidae","Cinclus",5,0,"Cinclus_cinclus","yes"
"1789","Cinclus cinclus","SYAT05_Cinclus cinclus","SYAT05","Plasmodium","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1790","Cinclus cinclus","CINCIN03_Cinclus cinclus","CINCIN03","Haemoproteus","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1791","Cinclus cinclus","CINCIN02_Cinclus cinclus","CINCIN02","Haemoproteus","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1792","Cinclus cinclus","CINCIN07_Cinclus cinclus","CINCIN07","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1793","Cinclus cinclus","CINCIN06_Cinclus cinclus","CINCIN06","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1794","Cinclus cinclus","SYBOR23_Cinclus cinclus","SYBOR23","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1795","Cinclus cinclus","GRW01_Cinclus cinclus","GRW01","Haemoproteus","Passeriformes","Cinclidae","Cinclus",2,0,"Cinclus_cinclus","yes"
"1796","Cinclus cinclus","CINCIN04_Cinclus cinclus","CINCIN04","Haemoproteus","Passeriformes","Cinclidae","Cinclus",1,0,"Cinclus_cinclus","yes"
"1797","Cinclus cinclus","PARUS21_Cinclus cinclus","PARUS21","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",2,0,"Cinclus_cinclus","yes"
"1798","Cinclus cinclus","WW6_Cinclus cinclus","WW6","Leucocytozoon","Passeriformes","Cinclidae","Cinclus",4,0,"Cinclus_cinclus","yes"
"1799","Cinclus cinclus","RW1_Cinclus cinclus","RW1","Haemoproteus","Passeriformes","Cinclidae","Cinclus",5,0,"Cinclus_cinclus","yes"
"1800","Cinnycerthia olivascens","TROAED02_Cinnycerthia olivascens","TROAED02","Leucocytozoon","Passeriformes","Certhiidae","Cinnycerthia",1,0,NA,NA
"1801","Cinnycerthia peruana","MYORN01_Cinnycerthia peruana","MYORN01","Leucocytozoon","Passeriformes","Certhiidae","Cinnycerthia",1,0,NA,NA
"1802","Cinnycerthia unirufa","TROAED20_Cinnycerthia unirufa","TROAED20","Haemoproteus","Passeriformes","Certhiidae","Cinnycerthia",1,0,"Cinnycerthia_unirufa","yes"
"1803","Cinnyris bouvieri","RECOB4_Cinnyris bouvieri","RECOB4","Plasmodium","Passeriformes","Nectariniidae","Cinnyris",1,0,"Nectarinia_bouvieri","no"
