"","id","record","species","Lineage_Name","parasiteGenus","order","family","genus","Pr","Jetz.species","match","tip"
"8471","Sylvia undata_SGS1",2,"Sylvia undata","SGS1","Plasmodium","Passeriformes","Sylviidae","Sylvia",1,"Sylvia_undata","yes","Sylvia undata"
"8511","Tachycineta bicolor_SGS1",1,"Tachycineta bicolor","SGS1","Plasmodium","Passeriformes","Hirundinidae","Tachycineta",1,"Tachycineta_bicolor","yes","Tachycineta bicolor"
"8700","Tetrao urogallus_SGS1",1,"Tetrao urogallus","SGS1","Plasmodium","Galliformes","Phasianidae","Tetrao",1,"Tetrao_urogallus","yes","Tetrao urogallus"
"8913","Tragopan temminckii_SGS1",1,"Tragopan temminckii","SGS1","Plasmodium","Galliformes","Phasianidae","Tragopan",1,"Tragopan_temminckii","yes","Tragopan temminckii"
"8967","Troglodytes aedon_SGS1",1,"Troglodytes aedon","SGS1","Plasmodium","Passeriformes","Certhiidae","Troglodytes",1,"Troglodytes_aedon","yes","Troglodytes aedon"
"9007","Troglodytes troglodytes_GRW11",3,"Troglodytes troglodytes","GRW11","Plasmodium","Passeriformes","Certhiidae","Troglodytes",1,"Troglodytes_troglodytes","yes","Troglodytes troglodytes"
"9011","Troglodytes troglodytes_SGS1",9,"Troglodytes troglodytes","SGS1","Plasmodium","Passeriformes","Certhiidae","Troglodytes",1,"Troglodytes_troglodytes","yes","Troglodytes troglodytes"
"9182","Turdus merula_GRW04",1,"Turdus merula","GRW04","Plasmodium","Passeriformes","Turdidae","Turdus",1,"Turdus_merula","yes","Turdus merula"
"9191","Turdus merula_SGS1",1,"Turdus merula","SGS1","Plasmodium","Passeriformes","Turdidae","Turdus",1,"Turdus_merula","yes","Turdus merula"
"9396","Turdus viscivorus_SGS1",2,"Turdus viscivorus","SGS1","Plasmodium","Passeriformes","Turdidae","Turdus",1,"Turdus_viscivorus","yes","Turdus viscivorus"
"9410","Tylas eduardi_GRW04",3,"Tylas eduardi","GRW04","Plasmodium","Passeriformes","Vangidae","Tylas",1,"Tylas_eduardi","yes","Tylas eduardi"
"9494","Vestiaria coccinea_GRW04",1,"Vestiaria coccinea","GRW04","Plasmodium","Passeriformes","Fringillidae","Vestiaria",1,"Vestiaria_coccinea","yes","Vestiaria coccinea"
"9659","Wilsonia pusilla_LZFUS01",1,"Cardellina pusilla","LZFUS01","Plasmodium","Passeriformes","Parulidae","Cardellina",1,"Wilsonia_pusilla","no","Wilsonia pusilla"
"9690","Xenospingus concolor_GRW04",1,"Xenospingus concolor","GRW04","Plasmodium","Passeriformes","Thraupidae","Xenospingus",1,NA,NA,"Xenospingus concolor"
"9817","Zonotrichia capensis_GRW04",2,"Zonotrichia capensis","GRW04","Plasmodium","Passeriformes","Fringillidae","Zonotrichia",1,"Zonotrichia_capensis","yes","Zonotrichia capensis"
"9824","Zonotrichia capensis_SGS1",1,"Zonotrichia capensis","SGS1","Plasmodium","Passeriformes","Fringillidae","Zonotrichia",1,"Zonotrichia_capensis","yes","Zonotrichia capensis"
"9914","Zosterops borbonicus_GRW04",4,"Zosterops borbonicus","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_borbonicus","yes","Zosterops borbonicus"
"9935","Zosterops chloronothus_GRW04",1,"Zosterops chloronothos","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_chloronothus","no","Zosterops chloronothus"
"9954","Zosterops japonicus_GRW04",1,"Zosterops japonicus","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_japonicus","yes","Zosterops japonicus"
"9962","Zosterops lateralis_GRW04",1,"Zosterops lateralis","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_lateralis","yes","Zosterops lateralis"
"9983","Zosterops maderaspatanus_GRW04",7,"Zosterops maderaspatanus","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_maderaspatanus","yes","Zosterops maderaspatanus"
"9996","Zosterops mayottensis_GRW04",1,"Zosterops mayottensis","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_mayottensis","yes","Zosterops mayottensis"
"10003","Zosterops mouroniensis_GRW04",2,"Zosterops mouroniensis","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_mouroniensis","yes","Zosterops mouroniensis"
"10011","Zosterops pallidus_GRW04",1,"Zosterops capensis","GRW04","Plasmodium","Passeriformes","Zosteropidae","Zosterops",1,"Zosterops_pallidus","no","Zosterops pallidus"
